m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
0.00025,0.0316,3.3609651860093216e-17,0.1199186222066395,true,true,Success,1,1,0
0.00025,0.1,NaN,NaN,false,false,NoRoot,0,0,2
0.00025,0.2,9.956110089370648e-19,0.1163128643009885,true,true,Success,1,1,0
