m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
1.011e-6,1.0e-8,NaN,NaN,false,false,NoRoot,0,0,12
1.011e-6,1.778e-8,NaN,NaN,false,false,NoRoot,0,0,12
1.011e-6,3.162e-8,NaN,NaN,false,false,NoRoot,0,0,11
1.011e-6,5.623e-8,NaN,NaN,false,false,NoRoot,0,0,11
1.011e-6,1.0e-7,NaN,NaN,false,false,NoRoot,0,0,10
1.011e-6,1.778e-7,5.868533284901104e-9,0.1197825207388759,true,true,Success,1,1,9
1.011e-6,3.162e-7,2.4966098076944114e-9,0.12115643613800171,true,true,Success,1,1,0
1.011e-6,5.623e-7,9.953377747499227e-10,0.11973890693875919,true,true,Success,1,1,0
1.011e-6,1.0e-6,3.8207751779125427e-10,0.1199349411954797,true,true,Success,1,1,0
1.011e-6,1.778e-6,1.424817846223152e-10,0.1199241040538177,true,true,Success,1,1,0
1.011e-6,3.162e-6,5.196765504742864e-11,0.11995332831688921,true,true,Success,1,1,0
1.011e-6,5.623e-6,1.8637057503550767e-11,0.11990907945343364,true,true,Success,1,1,0
1.011e-6,1.0e-5,6.595442817670068e-12,0.11995952647249108,true,true,Success,1,1,0
1.011e-6,1.778e-5,2.3094080065866587e-12,0.12010763064768964,true,true,Success,1,1,0
1.011e-6,3.162e-5,8.010273085302414e-13,0.12000374652352713,true,true,Success,1,1,0
1.011e-6,5.623e-5,2.7569148726096854e-13,0.11988726796341381,true,true,Success,1,1,0
1.011e-6,0.0001,9.415337076115626e-14,0.11999909299367584,true,true,Success,1,1,0
1.011e-6,0.0001778,3.179862344748077e-14,0.11980012831653437,true,true,Success,1,1,0
1.011e-6,0.0003162,1.046751761282983e-14,0.11937556901334193,true,true,Success,1,1,0
1.011e-6,0.0005623,3.283176453877441e-15,0.12034844641698934,true,true,Success,1,1,0
1.011e-6,0.001,9.160096763743601e-16,0.12566715811183982,true,true,Success,1,1,0
1.011e-6,0.001778,1.9147141007444747e-16,0.11885138368747414,true,true,Success,1,1,0
1.011e-6,0.003162,4.448571152260386e-17,0.1208401462800155,true,true,Success,1,1,0
1.011e-6,0.005623,1.2292808874807773e-17,0.11917665627714275,true,true,Success,1,1,0
1.011e-6,0.01,3.7165099949146875e-18,0.12030390317149468,true,true,Success,1,1,0
1.011e-6,0.01778,1.1668372814732337e-18,0.11999754684983445,true,true,Success,1,1,0
1.011e-6,0.03162,3.7212678322567907e-19,0.12083589699028918,true,true,Success,1,1,0
1.011e-6,0.05623,1.1957081144385432e-19,0.12021717715330336,true,true,Success,1,1,0
