m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
3.724e-6,1.0e-8,5.027188604464577e-9,0.11991859686500884,true,true,Success,1,1,5
3.724e-6,1.778e-8,5.011946123612897e-9,0.11994230344677134,true,true,Success,1,1,0
3.724e-6,3.162e-8,4.996743887193307e-9,0.12080757755318232,true,true,Success,1,1,0
3.724e-6,5.623e-8,4.811693556124945e-9,0.11995686218622192,true,true,Success,1,1,0
3.724e-6,1.0e-7,4.405168943218876e-9,0.11981864435438992,true,true,Success,1,1,0
3.724e-6,1.778e-7,3.546465071113141e-9,0.11887879513661585,true,true,Success,1,1,0
3.724e-6,3.162e-7,2.389817519410722e-9,0.11990255655378447,true,true,Success,1,1,0
3.724e-6,5.623e-7,1.3166457373571388e-9,0.119537385070373,true,true,Success,1,1,0
3.724e-6,1.0e-6,6.262731498463139e-10,0.11947598093640298,true,true,Success,1,1,0
3.724e-6,1.778e-6,2.7016568657249983e-10,0.11961993077548355,true,true,Success,1,1,0
3.724e-6,3.162e-6,1.0922211976151612e-10,0.11968959888789969,true,true,Success,1,1,0
3.724e-6,5.623e-6,4.2270500472552513e-11,0.11976265576067127,true,true,Success,1,1,0
3.724e-6,1.0e-5,1.5856413412057942e-11,0.1198779311099279,true,true,Success,1,1,0
3.724e-6,1.778e-5,5.8133270037692804e-12,0.11998047857907104,true,true,Success,1,1,0
3.724e-6,3.162e-5,2.092330588646201e-12,0.1199512967119765,true,true,Success,1,1,0
3.724e-6,5.623e-5,7.423869382299907e-13,0.11997363123052428,true,true,Success,1,1,0
3.724e-6,0.0001,2.599179333160597e-13,0.11986798902520203,true,true,Success,1,1,0
3.724e-6,0.0001778,8.96410298594635e-14,0.11994962635883961,true,true,Success,1,1,0
3.724e-6,0.0003162,2.991383805957334e-14,0.11944379552971096,true,true,Success,1,1,0
3.724e-6,0.0005623,9.035357808629026e-15,0.12022168178095734,true,true,Success,1,1,0
3.724e-6,0.001,2.0258894789309223e-15,0.11924492831273457,true,true,Success,1,1,0
3.724e-6,0.001778,4.3950714165493994e-16,0.1210169394429466,true,true,Success,1,1,0
3.724e-6,0.003162,1.168634368531689e-16,0.12023192055791972,true,true,Success,1,1,0
3.724e-6,0.005623,3.5364334728069895e-17,0.12008700908900788,true,true,Success,1,1,0
3.724e-6,0.01,1.1064359563370919e-17,0.11860152060003573,true,true,Success,1,1,0
3.724e-6,0.01778,3.537539485376986e-18,0.12036448426728585,true,true,Success,1,1,0
3.724e-6,0.03162,1.1398384540171218e-18,0.1200709189831253,true,true,Success,1,1,0
3.724e-6,0.05623,3.6887496488464614e-19,0.12003476950819865,true,true,Success,1,1,0
