m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
7.788000000000001e-7,1.0e-8,NaN,NaN,false,false,NoRoot,0,0,12
7.788000000000001e-7,1.778e-8,NaN,NaN,false,false,NoRoot,0,0,8
7.788000000000001e-7,3.162e-8,NaN,NaN,false,false,NoRoot,0,0,10
7.788000000000001e-7,5.623e-8,2.630916838212876e-8,0.11998060468710886,true,true,Success,1,1,7
7.788000000000001e-7,1.0e-7,1.272839132526321e-8,0.11938332460543333,true,true,Success,1,1,0
7.788000000000001e-7,1.778e-7,5.552368818222935e-9,0.11959688412659858,true,true,Success,1,1,0
7.788000000000001e-7,3.162e-7,2.2591755371040577e-9,0.11981128390230944,true,true,Success,1,1,0
7.788000000000001e-7,5.623e-7,8.776601100977464e-10,0.11986830683542302,true,true,Success,1,1,0
7.788000000000001e-7,1.0e-6,3.300313894544125e-10,0.11992572390027004,true,true,Success,1,1,0
7.788000000000001e-7,1.778e-6,1.2120106677333068e-10,0.11984091641252577,true,true,Success,1,1,0
7.788000000000001e-7,3.162e-6,4.3694699144177004e-11,0.11997616555193075,true,true,Success,1,1,0
7.788000000000001e-7,5.623e-6,1.5525610417598467e-11,0.11989445026198275,true,true,Success,1,1,0
7.788000000000001e-7,1.0e-5,5.452077149360351e-12,0.11975002753487504,true,true,Success,1,1,0
7.788000000000001e-7,1.778e-5,1.8975805584037414e-12,0.12020748407568199,true,true,Success,1,1,0
7.788000000000001e-7,3.162e-5,6.547313288263366e-13,0.12003001896266523,true,true,Success,1,1,0
7.788000000000001e-7,5.623e-5,2.2434699724408356e-13,0.11992699746701492,true,true,Success,1,1,0
7.788000000000001e-7,0.0001,7.63073563890983e-14,0.11995031864134696,true,true,Success,1,1,0
7.788000000000001e-7,0.0001778,2.5669901611000405e-14,0.1198764836445501,true,true,Success,1,1,0
7.788000000000001e-7,0.0003162,8.421088528358406e-15,0.11938366188720918,true,true,Success,1,1,0
7.788000000000001e-7,0.0005623,2.649016072609929e-15,0.11971973983494084,true,true,Success,1,1,0
7.788000000000001e-7,0.001,7.589452207325101e-16,0.12044990208162451,true,true,Success,1,1,0
7.788000000000001e-7,0.001778,1.6720012296764536e-16,0.11534787983794899,true,true,Success,1,1,0
7.788000000000001e-7,0.003162,3.6922692526836376e-17,0.1270690767891904,true,true,Success,1,1,0
7.788000000000001e-7,0.005623,1.0093503211240777e-17,0.12018676780213845,true,true,Success,1,1,0
7.788000000000001e-7,0.01,2.9952991172755033e-18,0.12026239791092933,true,true,Success,1,1,0
7.788000000000001e-7,0.01778,9.361319091787713e-19,0.11983456654325922,true,true,Success,1,1,0
7.788000000000001e-7,0.03162,2.9729226905614304e-19,0.1188277759944762,true,true,Success,1,1,0
7.788000000000001e-7,0.05623,NaN,NaN,false,false,NoRoot,0,0,12
