m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
4.755e-5,1.0e-6,5.638090379142512e-11,0.11930902106329201,true,true,Success,1,1,6
4.755e-5,1.778e-6,5.46634993166457e-11,0.11940112791537931,true,true,Success,1,1,0
4.755e-5,3.162e-6,5.0123803559896935e-11,0.11978919898532746,true,true,Success,1,1,0
4.755e-5,5.623e-6,4.015514452192919e-11,0.11881973821550776,true,true,Success,1,1,0
4.755e-5,1.0e-5,2.695709390997563e-11,0.11986234336147,true,true,Success,1,1,0
4.755e-5,1.778e-5,1.4865683839279792e-11,0.11959755423143534,true,true,Success,1,1,0
4.755e-5,3.162e-5,7.106316562757787e-12,0.11976655101083035,true,true,Success,1,1,0
4.755e-5,5.623e-5,3.0813435576232346e-12,0.11969684827232241,true,true,Success,1,1,0
4.755e-5,0.0001,1.2420138655139585e-12,0.11975669258897158,true,true,Success,1,1,0
4.755e-5,0.0001778,4.648092025244375e-13,0.11957313270848036,true,true,Success,1,1,0
4.755e-5,0.0003162,1.4958131050021325e-13,0.11982526793686392,true,true,Success,1,1,0
4.755e-5,0.0005623,3.430646740968738e-14,0.11957214729653058,true,true,Success,1,1,0
4.755e-5,0.001,8.854182491048807e-15,0.11997638880719046,true,true,Success,1,1,0
4.755e-5,0.001778,2.7586199279729583e-15,0.11995100400163229,true,true,Success,1,1,0
4.755e-5,0.003162,8.782311171291529e-16,0.11971862263809759,true,true,Success,1,1,0
4.755e-5,0.005623,2.8278259764895075e-16,0.12001737173479161,true,true,Success,1,1,0
4.755e-5,0.01,9.144474613629063e-17,0.12000480692247453,true,true,Success,1,1,0
4.755e-5,0.01778,2.971174601006034e-17,0.12160648765522189,true,true,Success,1,1,0
4.755e-5,0.03162,9.664237056276524e-18,0.12065888869809277,true,true,Success,1,1,0
4.755e-5,0.05623,3.157270454920204e-18,0.12001312814496805,true,true,Success,1,1,0
4.755e-5,0.1,1.0360724077309978e-18,0.11998661311647982,true,true,Success,1,1,0
4.755e-5,0.1778,3.411883958246181e-19,0.1210801408532851,true,true,Success,1,1,0
