m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
0.0002383,1.0e-6,2.6578243445362864e-12,0.11998406602334813,true,true,Success,1,1,0
0.0002383,1.778e-6,2.6570708139739367e-12,0.1199918234680482,true,true,Success,1,1,0
0.0002383,3.162e-6,2.6563172006473203e-12,0.12009065413047265,true,true,Success,1,1,0
0.0002383,5.623e-6,2.6555638730438914e-12,0.1204745067124275,true,true,Success,1,1,0
0.0002383,1.0e-5,2.6165836820215128e-12,0.11999344417920295,true,true,Success,1,1,0
0.0002383,1.778e-5,2.5317361232512215e-12,0.11997725606374854,true,true,Success,1,1,0
0.0002383,3.162e-5,2.3040602950149245e-12,0.11976517902109358,true,true,Success,1,1,0
0.0002383,5.623e-5,1.8452493112753414e-12,0.11997697376051585,true,true,Success,1,1,0
0.0002383,0.0001,1.1997961801124566e-12,0.11981137695191571,true,true,Success,1,1,0
0.0002383,0.0001778,5.990156400378228e-13,0.11908674641183563,true,true,Success,1,1,0
0.0002383,0.0003162,1.961642267090686e-13,0.1200297858335157,true,true,Success,1,1,0
0.0002383,0.0005623,4.209931622703079e-14,0.11989593285767876,true,true,Success,1,1,0
0.0002383,0.001,1.6244894887458173e-14,0.1191384450866627,true,true,Success,1,1,0
0.0002383,0.001778,6.6307185630605745e-15,0.12088753283447154,true,true,Success,1,1,0
0.0002383,0.003162,2.4185065339778656e-15,0.12000028511687044,true,true,Success,1,1,0
0.0002383,0.005623,8.408267294555869e-16,0.1195958216135806,true,true,Success,1,1,0
0.0002383,0.01,2.8660013798397917e-16,0.1199057807722411,true,true,Success,1,1,0
0.0002383,0.01778,9.673644418723976e-17,0.11998861090956893,true,true,Success,1,1,0
0.0002383,0.03162,3.245553241338361e-17,0.1199973327373486,true,true,Success,1,1,0
0.0002383,0.05623,1.0850236682226847e-17,0.11998349798339801,true,true,Success,1,1,0
0.0002383,0.1,3.614477440205043e-18,0.11883637149196703,true,true,Success,1,1,0
0.0002383,0.1778,1.2046005674105073e-18,0.11966590939445398,true,true,Success,1,1,0
