m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
8.143e-6,1.0e-8,NaN,NaN,false,false,NoRoot,0,0,10
8.143e-6,1.778e-8,1.316810158678063e-9,0.11996002092099872,true,true,Success,1,1,6
8.143e-6,3.162e-8,1.3153148231384176e-9,0.11997604043183792,true,true,Success,1,1,0
8.143e-6,5.623e-8,1.3138213283031333e-9,0.1203221080255605,true,true,Success,1,1,0
8.143e-6,1.0e-7,1.2940435783588084e-9,0.11999285703737654,true,true,Success,1,1,0
8.143e-6,1.778e-7,1.2460450943340611e-9,0.11996846134919482,true,true,Success,1,1,0
8.143e-6,3.162e-7,1.1208528785366225e-9,0.11971228249313691,true,true,Success,1,1,0
8.143e-6,5.623e-7,8.814920852819941e-10,0.11997826709063615,true,true,Success,1,1,0
8.143e-6,1.0e-6,5.684599421530514e-10,0.11976754408669843,true,true,Success,1,1,0
8.143e-6,1.778e-6,3.0419565362683094e-10,0.1195534716854833,true,true,Success,1,1,0
8.143e-6,3.162e-6,1.419568292245256e-10,0.11957521547654826,true,true,Success,1,1,0
8.143e-6,5.623e-6,6.052613857956964e-11,0.11961640369645404,true,true,Success,1,1,0
8.143e-6,1.0e-5,2.429554309991047e-11,0.11972558223774017,true,true,Success,1,1,0
8.143e-6,1.778e-5,9.362842472435017e-12,0.11984625692143917,true,true,Success,1,1,0
8.143e-6,3.162e-5,3.500047668296941e-12,0.11992737402460736,true,true,Success,1,1,0
8.143e-6,5.623e-5,1.278685523856121e-12,0.11995133301914926,true,true,Success,1,1,0
8.143e-6,0.0001,4.57994762616921e-13,0.12017431512570857,true,true,Success,1,1,0
8.143e-6,0.0001778,1.6044546889743343e-13,0.12004258524092548,true,true,Success,1,1,0
8.143e-6,0.0003162,5.370577167036058e-14,0.1194642935827284,true,true,Success,1,1,0
8.143e-6,0.0005623,1.5347756975613655e-14,0.11905361376002181,true,true,Success,1,1,0
8.143e-6,0.001,3.1599403231654544e-15,0.1242042983091892,true,true,Success,1,1,0
8.143e-6,0.001778,7.622140021762174e-16,0.11976023130960951,true,true,Success,1,1,0
8.143e-6,0.003162,2.2084802600434695e-16,0.11995493694924571,true,true,Success,1,1,0
8.143e-6,0.005623,6.786126670862681e-17,0.11790322294697919,true,true,Success,1,1,0
8.143e-6,0.01,2.1470097469901242e-17,0.12087612715281418,true,true,Success,1,1,0
8.143e-6,0.01778,6.891573125707746e-18,0.12011518880158274,true,true,Success,1,1,0
8.143e-6,0.03162,2.2288547518512473e-18,0.12001923546228037,true,true,Success,1,1,0
8.143e-6,0.05623,7.237065955056759e-19,0.12000032908803757,true,true,Success,1,1,0
