m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
1.372e-5,1.0e-8,NaN,NaN,false,false,NoRoot,0,0,8
1.372e-5,1.778e-8,NaN,NaN,false,false,NoRoot,0,0,8
1.372e-5,3.162e-8,5.385049575967771e-10,0.1199794819480839,true,true,Success,1,1,7
1.372e-5,5.623e-8,5.379714456588403e-10,0.1199796507638262,true,true,Success,1,1,0
1.372e-5,1.0e-7,5.374384075269734e-10,0.12024183348622405,true,true,Success,1,1,0
1.372e-5,1.778e-7,5.310629110903949e-10,0.11999610002839664,true,true,Success,1,1,0
1.372e-5,3.162e-7,5.152106484380916e-10,0.11998312591782134,true,true,Success,1,1,0
1.372e-5,5.623e-7,4.723488057214271e-10,0.11980033354517397,true,true,Success,1,1,0
1.372e-5,1.0e-6,3.8165901148965704e-10,0.11892492185477488,true,true,Success,1,1,0
1.372e-5,1.778e-6,2.5829074640116895e-10,0.11973882549705361,true,true,Success,1,1,0
1.372e-5,3.162e-6,1.4322971173887947e-10,0.1196102978357543,true,true,Success,1,1,0
1.372e-5,5.623e-6,6.858278595600436e-11,0.11952005939224362,true,true,Success,1,1,0
1.372e-5,1.0e-5,2.976112152998621e-11,0.11963351251914159,true,true,Success,1,1,0
1.372e-5,1.778e-5,1.2103331549390009e-11,0.11973665723525681,true,true,Success,1,1,0
1.372e-5,3.162e-5,4.7034303391635706e-12,0.1198107068473294,true,true,Success,1,1,0
1.372e-5,5.623e-5,1.768715354558342e-12,0.11979056524707749,true,true,Success,1,1,0
1.372e-5,0.0001,6.472239235578198e-13,0.11984220893826443,true,true,Success,1,1,0
1.372e-5,0.0001778,2.298312737840558e-13,0.11983911221694535,true,true,Success,1,1,0
1.372e-5,0.0003162,7.672874424330297e-14,0.11901008839335987,true,true,Success,1,1,0
1.372e-5,0.0005623,2.0588535471214496e-14,0.11887248673894202,true,true,Success,1,1,0
1.372e-5,0.001,4.302704605150396e-15,0.11996004604385033,true,true,Success,1,1,0
1.372e-5,0.001778,1.1184128720881318e-15,0.12009091405809062,true,true,Success,1,1,0
1.372e-5,0.003162,3.3697185724033124e-16,0.11978707410729268,true,true,Success,1,1,0
1.372e-5,0.005623,1.0492519493196498e-16,0.11967244111859958,true,true,Success,1,1,0
1.372e-5,0.01,3.333388744814508e-17,0.12018577890978017,true,true,Success,1,1,0
1.372e-5,0.01778,1.0717454089397754e-17,0.12007932666259648,true,true,Success,1,1,0
1.372e-5,0.03162,3.471414205908085e-18,0.12001777258724287,true,true,Success,1,1,0
1.372e-5,0.05623,1.1296491777153648e-18,0.12002329555897547,true,true,Success,1,1,0
1.372e-5,0.1,3.6893179050291924e-19,0.12224621731463245,true,true,Success,1,1,0
1.372e-5,0.1778,1.203548046908782e-19,0.12009303895050753,true,true,Success,1,1,0
