m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
0.0001504,1.0e-6,6.453041761600134e-12,0.11998061759106148,true,true,Success,1,1,1
0.0001504,1.778e-6,6.444580132857781e-12,0.11997735159795585,true,true,Success,1,1,0
0.0001504,3.162e-6,6.436126276283856e-12,0.12031240708958549,true,true,Success,1,1,0
0.0001504,5.623e-6,6.338311792707404e-12,0.11999296964188434,true,true,Success,1,1,0
0.0001504,1.0e-5,6.099017957808828e-12,0.1199619503257548,true,true,Success,1,1,0
0.0001504,1.778e-5,5.476419221926497e-12,0.11969219047092591,true,true,Success,1,1,0
0.0001504,3.162e-5,4.294063282218356e-12,0.11996136693016939,true,true,Success,1,1,0
0.0001504,5.623e-5,2.757669217460807e-12,0.11979417317740397,true,true,Success,1,1,0
0.0001504,0.0001,1.4531401657637133e-12,0.1195254682357671,true,true,Success,1,1,0
0.0001504,0.0001778,6.28730615702933e-13,0.11895610240441684,true,true,Success,1,1,0
0.0001504,0.0003162,1.963514859285222e-13,0.11994291822657935,true,true,Success,1,1,0
0.0001504,0.0005623,4.33182717077229e-14,0.12097531160803922,true,true,Success,1,1,0
0.0001504,0.001,1.5156797420068534e-14,0.11912716109302769,true,true,Success,1,1,0
0.0001504,0.001778,5.479661059187227e-15,0.1207174161721932,true,true,Success,1,1,0
0.0001504,0.003162,1.882940775702805e-15,0.11949686982666867,true,true,Success,1,1,0
0.0001504,0.005623,6.3424048521451e-16,0.11991652594979207,true,true,Success,1,1,0
0.0001504,0.01,2.1155852734418156e-16,0.11999038707735439,true,true,Success,1,1,0
0.0001504,0.01778,7.031076418451614e-17,0.11998827757095064,true,true,Success,1,1,0
0.0001504,0.03162,2.3291353401638496e-17,0.11900679211200105,true,true,Success,1,1,0
0.0001504,0.05623,7.716377760045724e-18,0.11972711731296583,true,true,Success,1,1,0
0.0001504,0.1,2.5561298897188523e-18,0.12115557540208297,true,true,Success,1,1,0
0.0001504,0.1778,8.46248300416813e-19,0.11972799761536594,true,true,Success,1,1,0
