m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
4.834e-6,1.0e-8,NaN,NaN,false,false,NoRoot,0,0,10
4.834e-6,1.778e-8,3.1942634835564716e-9,0.11979664604066409,true,true,Success,1,1,10
4.834e-6,3.162e-8,3.1811723660409375e-9,0.11991686947811805,true,true,Success,1,1,0
4.834e-6,5.623e-8,3.133669159729946e-9,0.11998653944105313,true,true,Success,1,1,0
4.834e-6,1.0e-7,2.9894882995374237e-9,0.1199380932066912,true,true,Success,1,1,0
4.834e-6,1.778e-7,2.6289561452656185e-9,0.11957351112891709,true,true,Success,1,1,0
4.834e-6,3.162e-7,1.9928167109866753e-9,0.11993512606309378,true,true,Success,1,1,0
4.834e-6,5.623e-7,1.232646422563104e-9,0.11972151833296361,true,true,Success,1,1,0
4.834e-6,1.0e-6,6.375872840618839e-10,0.11951827957299249,true,true,Success,1,1,0
4.834e-6,1.778e-6,2.907337956385407e-10,0.11952314121597449,true,true,Success,1,1,0
4.834e-6,3.162e-6,1.219705257823463e-10,0.11971355669217364,true,true,Success,1,1,0
4.834e-6,5.623e-6,4.8421040908057646e-11,0.11985306433903115,true,true,Success,1,1,0
4.834e-6,1.0e-5,1.849850048176703e-11,0.11982538283928253,true,true,Success,1,1,0
4.834e-6,1.778e-5,6.876245649784489e-12,0.11989240588039983,true,true,Success,1,1,0
4.834e-6,3.162e-5,2.5017734785668833e-12,0.11992619131892011,true,true,Success,1,1,0
4.834e-6,5.623e-5,8.951346449546707e-13,0.11993959242318193,true,true,Success,1,1,0
4.834e-6,0.0001,3.155045575206973e-13,0.12007126826911602,true,true,Success,1,1,0
4.834e-6,0.0001778,1.0929838019533785e-13,0.11951246218990487,true,true,Success,1,1,0
4.834e-6,0.0003162,3.654308349468769e-14,0.11942514706898572,true,true,Success,1,1,0
4.834e-6,0.0005623,1.0878796271122536e-14,0.12013783295570538,true,true,Success,1,1,0
4.834e-6,0.001,2.3449453048984677e-15,0.12335811430726791,true,true,Success,1,1,0
4.834e-6,0.001778,5.275349233042118e-16,0.11572576396097092,true,true,Success,1,1,0
4.834e-6,0.003162,1.4439121142163998e-16,0.12084299983424794,true,true,Success,1,1,0
4.834e-6,0.005623,4.393482947741631e-17,0.12060279122800507,true,true,Success,1,1,0
4.834e-6,0.01,1.3811544046351793e-17,0.12109090017202923,true,true,Success,1,1,0
4.834e-6,0.01778,4.419366758902161e-18,0.12022094874883117,true,true,Success,1,1,0
4.834e-6,0.03162,1.4260934157658046e-18,0.12009227195427298,true,true,Success,1,1,0
4.834e-6,0.05623,4.62014440189225e-19,0.12001413476076056,true,true,Success,1,1,0
