m_N,y,sin2_2theta,omega_h2_scan,omega_h2,converged,retcode,lambda_fs_Mpc,lambda_fs_eq_Mpc,lambda_fs_free_Mpc,v_end,x_kd,lambda_fs_kd_Mpc,r_s_Mpc,x_kd3,lambda_fs_kd3_Mpc,r_s3_Mpc,x_kd_old,lambda_fs_kd_old_Mpc,r_s_old_Mpc
2.21e-6,0.001778,3.059201724266176e-16,0.11874373217146947,0.11874373217146947,true,Success,0.9013018842104655,0.4022346434462288,0.4990672407642368,0.02937114747643847,3161.044033524286,0.17261266477394172,0.538742239255066,1916.334184501125,0.21316998643181712,0.5059329923523859,65181.252851705205,0.024683028338612314,0.6584117425109839
2.21e-6,0.003162,7.889231340947452e-17,0.120915642796118,0.120915642796118,true,Success,1.0132126434111548,0.439118406253723,0.5740942371574319,0.0337799992999771,9253.699866673516,0.11593995494826086,0.6784478985826651,5771.621967887139,0.14906660762981727,0.6516491572665244,175664.88976595755,0.006115627549506836,0.7672934230042987
2.21e-6,0.005623,2.2984358899481318e-17,0.12022081692690978,0.12022081692690978,true,Success,1.2164166623894364,0.5066271903382441,0.7097894720511922,0.04174662533413438,26330.46363929794,0.07436422871613058,0.8736200654012569,16728.490786000588,0.10076861712095361,0.8522590793870273,480406.6016694819,0.0,0.9415528980634883
2.21e-6,0.01,7.138170060234789e-18,0.11999204589307783,0.11999067690560522,false,Success,1.4780542670711445,0.5889789007348777,0.8890753663362669,0.05225490818289446,73543.34936472331,0.03881762984726303,1.1080060468929651,47127.44314677756,0.059243087145574226,1.0914818089204685,Inf,0.0,1.1565270538407977
2.21e-6,0.01778,2.267455117714598e-18,0.12073978338718036,0.12070776743001731,false,Success,1.8003144040764398,0.6830135873590724,1.1173008167173675,0.06559569430017452,204013.77572699267,0.0069804735995525,1.3858072529487844,131194.84877949423,0.022561964587954706,1.3732017268196521,Inf,0.0,1.4129538469165652
2.21e-6,0.03162,7.279735681290634e-19,0.12018767943222503,0.12018861844332175,false,Success,2.1832744010491374,0.784755992828332,1.398518408220805,0.08196521922993165,560446.8402874764,0.0,1.7080977293478807,360863.5899100249,0.0,1.6985455064830377,Inf,0.0,1.716588193733571
2.21e-6,0.05623,2.350179230078879e-19,0.1200304699255997,0.12003604981863394,false,Success,2.648248764749917,0.8954847286047906,1.7527640361451262,0.1024515149790216,Inf,0.0,2.0838478764260335,Inf,0.0,2.0838478764260335,Inf,0.0,2.0838478764260335
2.869e-6,1.778e-8,7.892376329395102e-9,0.11982854561368876,0.11982854561368876,true,Success,0.6853780950162932,0.3099313997564244,0.3754466952598688,0.02720458272116251,4.0,0.5975887011312739,0.03689317385083777,4.0,0.5975887011312739,0.03689317385083777,4.0,0.5975887011312739,0.03689317385083777
2.869e-6,3.162e-8,7.72150029024306e-9,0.11962903182136043,0.11962903182136043,true,Success,0.6826607116601537,0.3088798698521346,0.37378084180801924,0.027084002081870614,4.0,0.5948574472662596,0.03695024722293695,4.0,0.5948574472662596,0.03695024722293695,4.0,0.5948574472662596,0.03695024722293695
2.869e-6,5.623e-8,7.2923594185504315e-9,0.11990996721813355,0.11990996721813355,true,Success,0.6750828667702986,0.3059953156549203,0.3690875511153783,0.02674427534184901,4.0,0.5874934484094982,0.03681739221670599,4.0,0.5874934484094982,0.03681739221670599,4.0,0.5874934484094982,0.03681739221670599
2.869e-6,1.0e-7,6.224315239980814e-9,0.1193655242412217,0.1193655242412217,true,Success,0.6597177842840202,0.3000288424750246,0.35968894180899563,0.026063911865406082,4.0,0.5719115102658842,0.03651012068232469,4.0,0.5719115102658842,0.03651012068232469,4.0,0.5719115102658842,0.03651012068232469
2.869e-6,1.778e-7,4.51803042065077e-9,0.11991588700150968,0.11991588700150968,true,Success,0.6433928170947605,0.2932179326736114,0.350174884421149,0.025375138819431636,4.0,0.5536678112194102,0.03602278128774877,4.0,0.5536678112194102,0.03602278128774877,4.0,0.5536678112194102,0.03602278128774877
2.869e-6,3.162e-7,2.668814186992454e-9,0.11966857466689011,0.11966857466689011,true,Success,0.6423675609187973,0.29224986936291625,0.3501176915558811,0.025370998167012306,4.0,0.5491831547900221,0.035437744042442654,4.0,0.5491831547900221,0.035437744042442654,4.0,0.5491831547900221,0.035437744042442654
2.869e-6,5.623e-7,1.3331596372051733e-9,0.1194943661472137,0.1194943661472137,true,Success,0.6606910719123489,0.29846202097516655,0.3622290509371823,0.02624779498580327,4.0,0.5621264355408035,0.03461622356310022,4.0,0.5621264355408035,0.03461622356310022,4.0,0.5621264355408035,0.03461622356310022
2.869e-6,1.0e-6,5.93519532900896e-10,0.11956226940038847,0.11956226940038847,true,Success,0.6858841910168315,0.3074295946826454,0.37845459633418616,0.027422301461308248,4.0,0.5813027724843507,0.03267209799542329,4.0,0.5813027724843507,0.03267209799542329,4.0,0.5813027724843507,0.03267209799542329
2.869e-6,1.778e-6,2.451482340655062e-10,0.11971592212347312,0.11971592212347312,true,Success,0.7093354633540078,0.315863722806867,0.3934717405471409,0.028509192966831593,4.0,0.5995074664000183,0.02794691241946677,4.0,0.5995074664000183,0.02794691241946677,4.0,0.5995074664000183,0.02794691241946677
2.869e-6,3.162e-6,9.623576307121322e-11,0.11984918047723563,0.11984918047723563,true,Success,0.7292128622745887,0.32300782994605287,0.40620503232853583,0.029430674639060305,4.0,0.6145558731327644,0.023467640093165234,4.0,0.6145558731327644,0.023467640093165234,4.0,0.6145558731327644,0.023467640093165234
2.869e-6,5.623e-6,3.6470428830298844e-11,0.11979276098418366,0.11979276098418366,true,Success,0.746020818689383,0.32895041914366385,0.4170703995457191,0.030216894524785876,4.0,0.626775334599937,0.020162935918027685,4.0,0.626775334599937,0.020162935918027685,4.0,0.626775334599937,0.020162935918027685
2.869e-6,1.0e-5,1.347198109370707e-11,0.11989348088908501,0.11989348088908501,true,Success,0.7597807081576533,0.3338387451394551,0.42594196301819814,0.03085878354377698,4.0,0.6361519642893421,0.017864017582685257,4.0,0.6361519642893421,0.017864017582685257,4.0,0.6361519642893421,0.017864017582685257
2.869e-6,1.778e-5,4.88095507821792e-12,0.11998451679828556,0.11998451679828556,true,Success,0.7718155867025795,0.3380669490480933,0.4337486376544862,0.03142357934805225,4.0,0.6441770761232318,0.01571589472194866,4.0,0.6441770761232318,0.01571589472194866,11.15927425159982,0.6167612948897967,0.07240874244108149
2.869e-6,3.162e-5,1.7405038789057652e-12,0.12007705705050707,0.12007705705050707,true,Success,0.7819965504712785,0.34164333252979295,0.4403532179414855,0.03190137296441179,4.0,0.6508771587470118,0.01409878617133376,4.0,0.6508771587470118,0.01409878617133376,34.372984571474795,0.5342838532464782,0.14773333492333304
2.869e-6,5.623e-5,6.128686885046063e-13,0.11998468433081372,0.11998468433081372,true,Success,0.7910120876204212,0.3447751707063022,0.44623691691411893,0.032326989929116964,4.0,0.6564683605511776,0.012599341635019407,4.0,0.6564683605511776,0.012599341635019407,108.4717395004522,0.439310961429344,0.2288491668646464
2.869e-6,0.0001,2.133361147535003e-13,0.11998348608909519,0.11998348608909519,true,Success,0.798752299411706,0.3474896754663495,0.4512626239453565,0.032690521456718385,8.76757262227213,0.6595111942128521,0.053992358796128646,4.0,0.6613708007568874,0.011531657674135835,340.90602783891745,0.34410904109545437,0.3107940019945331
2.869e-6,0.0001778,7.324486990699274e-14,0.1199582038777422,0.1199582038777422,true,Success,0.8048079241192168,0.3495326910065918,0.4552752331126249,0.03298075795629043,29.890025513338955,0.5638663542690436,0.13743192221667183,16.981001195559642,0.6121465294075026,0.09759313222116157,1049.141988059358,0.2518907967212235,0.3890540529480853
2.869e-6,0.0003162,2.439108601320525e-14,0.11946717505736716,0.11946717505736716,true,Success,0.8058782140332845,0.3495483682996451,0.4563298457336395,0.033057037302675236,94.76793179883768,0.46154308040800457,0.22054428060902173,54.804638244470304,0.5120376502983498,0.18077905869677013,3083.599785026102,0.1694839428412265,0.45663068524252953
2.869e-6,0.0005623,7.452488568064632e-15,0.11986720267202279,0.11986720267202279,true,Success,0.791379099389163,0.34339335246514946,0.44798574692401344,0.03245349258074437,294.597720789178,0.3541376114890973,0.29730145148966935,171.08384126150466,0.40118301927316385,0.25927644662938276,8513.260610209067,0.10340778648502363,0.5001234371040174
2.869e-6,0.001,1.753176623288525e-15,0.12374530983053536,0.12374530983053536,true,Success,0.7411512599261839,0.32294886110508175,0.4182023988211022,0.030298801674824308,890.7431193248104,0.24376497252598753,0.3534705338266715,522.6191284420516,0.2850425602128342,0.32008019151383665,22194.136772264526,0.05560042306243499,0.5056901663695879
2.869e-6,0.001778,3.6576846493733117e-16,0.11778619915289003,0.11778619915289003,true,Success,0.6883756769709581,0.3003965535921758,0.3879791233787823,0.028111671734104254,2492.0592946370334,0.15720141242601582,0.3925841814806263,1491.2770481019709,0.1905938494922934,0.36557089100518214,54275.1470921479,0.027151584036297447,0.4977903911872079
2.869e-6,0.003162,9.569190139327515e-17,0.12043766661920786,0.12043766661920786,true,Success,0.7313081669957239,0.31320343055578737,0.41810473643993656,0.030291735215235926,7308.136385887106,0.10436646887297092,0.47302895140225476,4501.093341926916,0.1316665058310353,0.4509438739551599,143261.53768251132,0.010541344555274803,0.5489312760894758
2.869e-6,0.005623,2.849623844526522e-17,0.12015658990900362,0.12015658990900362,true,Success,0.8639875933604362,0.3570181430508682,0.506969450309568,0.036718763973337946,21066.407435619392,0.06965452918659738,0.6066972429359451,13289.011884203637,0.0917956723907393,0.5887852448794627,389919.936057377,0.0,0.6644968357613804
2.869e-6,0.01,8.876622433551146e-18,0.11760220216499206,0.11760220216499206,true,Success,1.0415793636067552,0.41296375568078664,0.6286156079259685,0.04550598507748155,58685.42654382995,0.041204294782286,0.7696357541284279,37488.97518324144,0.05849422866980206,0.7556481805771831,1.0598087747343113e6,0.0,0.8136790593031371
2.869e-6,0.01778,2.8322042447668274e-18,0.1206333024799446,0.12062570555474494,false,Success,1.279518800614942,0.48303575807674504,0.7964830425381972,0.05760691572483816,165279.9403779715,0.016075006775915446,0.9765503665992238,106161.85498851056,0.02937229810613338,0.9657927804220069,Inf,0.0,1.0041080741476252
2.869e-6,0.03162,9.109951363310084e-19,0.12008639399925874,0.11993110663584255,false,Success,1.5540199835692885,0.5571263196862409,0.9968936638830473,0.07200619738697005,454529.00928383344,0.0,1.2094718199043346,292521.7673336748,0.00331352513671835,1.2013011997313912,Inf,0.0,1.222184189871869
2.869e-6,0.05623,2.9447786260081354e-19,0.120018153197026,0.12001915612512246,false,Success,1.888696099590108,0.6387717616372905,1.2499243379528173,0.09009409123611778,Inf,0.0,1.4872726489299786,805315.7162563413,0.0,1.4817034351720824,Inf,0.0,1.4872726489299786
3.724e-6,1.0e-8,5.027188604464577e-9,0.11991859686500884,0.11991859686500884,true,Success,0.5382646036706669,0.23723561586885417,0.30102898780181264,0.026940036732564565,4.0,0.47105277005267243,0.028505951406524038,4.0,0.47105277005267243,0.028505951406524038,4.0,0.47105277005267243,0.028505951406524038
3.724e-6,1.778e-8,5.011946123612897e-9,0.11994230344677134,0.11994230344677134,true,Success,0.5381088126441602,0.2371083414866032,0.301000471157557,0.02693748732662939,4.0,0.4708089436410735,0.028500201218747252,4.0,0.4708089436410735,0.028500201218747252,4.0,0.4708089436410735,0.028500201218747252
3.724e-6,3.162e-8,4.996743887193307e-9,0.12080757755318232,0.12080757755318232,true,Success,0.5373230586031925,0.23676444258154483,0.30055861602164763,0.026897985105976,4.0,0.4697045893492171,0.028482507621299842,4.0,0.4697045893492171,0.028482507621299842,4.0,0.4697045893492171,0.028482507621299842
3.724e-6,5.623e-8,4.811693556124945e-9,0.11995686218622192,0.11995686218622192,true,Success,0.5339723139931907,0.2355695284243392,0.2984027855688514,0.0267052494591669,4.0,0.4667500784718693,0.02842884330905739,4.0,0.4667500784718693,0.02842884330905739,4.0,0.4667500784718693,0.02842884330905739
3.724e-6,1.0e-7,4.405168943218876e-9,0.11981864435438992,0.11981864435438992,true,Success,0.5262851460477668,0.23266260409983167,0.2936225419479351,0.02627787082779201,4.0,0.45887895516372,0.02828792480438048,4.0,0.45887895516372,0.02828792480438048,4.0,0.45887895516372,0.02828792480438048
3.724e-6,1.778e-7,3.546465071113141e-9,0.11887879513661585,0.11887879513661585,true,Success,0.5136785536121291,0.2277509715926641,0.285927582019465,0.02558985841546777,4.0,0.4455702456178679,0.028074393924059925,4.0,0.4455702456178679,0.028074393924059925,4.0,0.4455702456178679,0.028074393924059925
3.724e-6,3.162e-7,2.389817519410722e-9,0.11990255655378447,0.11990255655378447,true,Success,0.5049032504362301,0.2241150889036394,0.28078816153259073,0.025130309851008607,4.0,0.43498951652438633,0.027633041199710814,4.0,0.43498951652438633,0.027633041199710814,4.0,0.43498951652438633,0.027633041199710814
3.724e-6,5.623e-7,1.3166457373571388e-9,0.119537385070373,0.119537385070373,true,Success,0.5118463037774219,0.2261164185330161,0.2857298852444059,0.02557218150570197,4.0,0.43808561903891846,0.027227331247811373,4.0,0.43808561903891846,0.027227331247811373,4.0,0.43808561903891846,0.027227331247811373
3.724e-6,1.0e-6,6.262731498463139e-10,0.11947598093640298,0.11947598093640298,true,Success,0.5299247070183799,0.2323064893125251,0.2976182177058547,0.02663510643380449,4.0,0.4518766589358055,0.026420405479661766,4.0,0.4518766589358055,0.026420405479661766,4.0,0.4518766589358055,0.026420405479661766
3.724e-6,1.778e-6,2.7016568657249983e-10,0.11961993077548355,0.11961993077548355,true,Success,0.550230663033514,0.2393101692072477,0.3109204938262663,0.027824297947329102,4.0,0.46741496409262984,0.02405823309819196,4.0,0.46741496409262984,0.02405823309819196,4.0,0.46741496409262984,0.02405823309819196
3.724e-6,3.162e-6,1.0922211976151612e-10,0.11968959888789969,0.11968959888789969,true,Success,0.5678943831083345,0.24549937049582934,0.3223950126125051,0.02884995740734314,4.0,0.48114151557965906,0.020178957831738103,4.0,0.48114151557965906,0.020178957831738103,4.0,0.48114151557965906,0.020178957831738103
3.724e-6,5.623e-6,4.2270500472552513e-11,0.11976265576067127,0.11976265576067127,true,Success,0.5829689768166483,0.25067123726906876,0.3322977395475794,0.029735016744555032,4.0,0.4923101885314998,0.017038982316018646,4.0,0.4923101885314998,0.017038982316018646,4.0,0.4923101885314998,0.017038982316018646
3.724e-6,1.0e-5,1.5856413412057942e-11,0.1198779311099279,0.1198779311099279,true,Success,0.5954033101510512,0.2549445969878462,0.34045871316320503,0.03046433157088544,4.0,0.5010553785868622,0.014849014131454346,4.0,0.5010553785868622,0.014849014131454346,4.0,0.5010553785868622,0.014849014131454346
3.724e-6,1.778e-5,5.8133270037692804e-12,0.11998047857907104,0.11998047857907104,true,Success,0.6057258438364107,0.25849803875342037,0.3472278050829904,0.031069206762390052,4.0,0.5083107911920538,0.013001970836968801,4.0,0.5083107911920538,0.013001970836968801,8.776995973639155,0.5006018738234003,0.04499481961350757
3.724e-6,3.162e-5,2.092330588646201e-12,0.1199512967119765,0.1199512967119765,true,Success,0.6145351031173802,0.261516265756882,0.3530188373604982,0.03158664555226305,4.0,0.514207330142422,0.01168418352503835,4.0,0.514207330142422,0.01168418352503835,26.413943071242254,0.44172816253464225,0.09991769818241723
3.724e-6,5.623e-5,7.423869382299907e-13,0.11997363123052428,0.11997363123052428,true,Success,0.6223721920585298,0.2641716386967361,0.3582005533617936,0.032049610222607064,4.0,0.5191822540596689,0.010416466222370134,4.0,0.5191822540596689,0.010416466222370134,83.50183267920328,0.3712968706852831,0.16173515980699862
3.724e-6,0.0001,2.599179333160597e-13,0.11986798902520203,0.11986798902520203,true,Success,0.6291248709232701,0.26641993521792723,0.36270493570534296,0.03245203409866172,6.382002126890176,0.537151988167101,0.027525818473539576,4.0,0.5231546251970363,0.009450188131167808,263.27745119465396,0.29761359041024266,0.22501155600900438
3.724e-6,0.0001778,8.96410298594635e-14,0.11994962635883961,0.11994962635883961,true,Success,0.6343651294483635,0.2681579092356433,0.3662072202127201,0.03276491450717688,22.854898137461635,0.4673563596630688,0.09144921656534698,12.819183996143595,0.5040402456465574,0.06055287466766538,820.0302551646334,0.2251013103574956,0.28698931159031965
3.724e-6,0.0003162,2.991383805957334e-14,0.11944379552971096,0.11944379552971096,true,Success,0.6361371317513012,0.26849587274987563,0.36764125900142547,0.032893021972666414,73.00962166694869,0.39053691238900734,0.15518819786568,42.11054849457773,0.42833634167539336,0.12473755809584931,2464.9509152964,0.15736953541903378,0.34296206090406745
3.724e-6,0.0005623,9.035357808629026e-15,0.12022168178095734,0.12022168178095734,true,Success,0.6245281261618546,0.2637503538125887,0.3607777723492659,0.03227986305294766,227.95892400924572,0.30562089603749165,0.21527981670608443,132.08720255285442,0.3421616335770258,0.18576694183275122,6994.615541025207,0.09942694771499153,0.3820680415840456
3.724e-6,0.001,2.0258894789309223e-15,0.11924492831273457,0.11924492831273457,true,Success,0.5807576861583265,0.24644423695523948,0.3343134492030869,0.029915159318578122,680.1609881095485,0.21663156957219168,0.2589620959709381,396.6569117348065,0.2492072496379593,0.2326122148196633,18229.67573123873,0.05580265103424589,0.38906869989079623
3.724e-6,0.001778,4.3950714165493994e-16,0.1210169394429466,0.1210169394429466,true,Success,0.5349945057717028,0.22765125061011574,0.30734325516158717,0.02750451766154133,1991.6995129828993,0.14220155470462686,0.29049633152365295,1179.2365141216376,0.1693995882049149,0.2684940025836227,46098.71963108687,0.028306955407545208,0.38263417509676606
3.724e-6,0.003162,1.168634368531689e-16,0.12023192055791972,0.12023192055791972,true,Success,0.5395970655503785,0.2274447062281413,0.31215235932223706,0.027934415359330115,5771.058360449678,0.09405139244171885,0.3355623171761429,3506.4821585978675,0.1164917461196353,0.3174085980730002,118062.58478378797,0.01295839030976236,0.4011647035477826
3.724e-6,0.005623,3.5364334728069895e-17,0.12008700908900788,0.12008700908900788,true,Success,0.6159921792022354,0.2524408318070834,0.36355134739515194,0.032527650461984095,16771.019438242023,0.06364384737689616,0.42105629561982144,10476.603688955567,0.08207275288462991,0.4061475053065611,317126.5168024661,0.002819244659831507,0.47026276495245
3.724e-6,0.01,1.1064359563370919e-17,0.11860152060003573,0.11860152060003573,true,Success,0.7403990274746136,0.291519072997054,0.44887995447755963,0.040146304304300065,47450.707049738325,0.040478587441380706,0.5379848144087354,30173.288640339604,0.055105061163746014,0.526152002713085,864399.6121049789,0.0,0.5755641144502414
3.724e-6,0.01778,3.537539485376986e-18,0.12036448426728585,0.12036448426728585,true,Success,0.9065885437617519,0.340734597633812,0.5658539461279399,0.05057389131132619,133586.60841151566,0.02056358417134826,0.6847130690833906,85645.67862693284,0.03188339741757131,0.6755552825294342,Inf,0.0,0.7111882302949227
3.724e-6,0.03162,1.1398384540171218e-18,0.1200709189831253,0.12007032389687292,false,Success,1.1039609908220969,0.3945873963798601,0.7093735944422367,0.06333529731041104,368952.52911790845,0.0027433427300156145,0.8537154994487561,237308.12320186174,0.011370426141755065,0.8467361206315274,Inf,0.0,0.8682629423149408
3.724e-6,0.05623,3.6887496488464614e-19,0.12003476950819865,0.12002575061428686,false,Success,1.343757863845677,0.4542839793697537,0.8894738844759232,0.07928603157658753,1.0157304632726796e6,0.0,1.0545430250851549,654014.1098298235,0.0,1.049250449204372,Inf,0.0,1.0586226136466703
4.834e-6,1.778e-8,3.1942634835564716e-9,0.11979664604066409,0.11979664604066409,true,Success,0.42070244102676063,0.18089102418268535,0.23981141684407523,0.02656338536992103,3.999999999999999,0.36903715880991006,0.02197920402429415,3.999999999999999,0.36903715880991006,0.02197920402429415,3.999999999999999,0.36903715880991006,0.02197920402429415
4.834e-6,3.162e-8,3.1811723660409375e-9,0.11991686947811805,0.11991686947811805,true,Success,0.4203271510421027,0.18072508402720933,0.23960206701489337,0.0265402195349166,3.999999999999999,0.36865180640726597,0.021972513827068465,3.999999999999999,0.36865180640726597,0.021972513827068465,3.999999999999999,0.36865180640726597,0.021972513827068465
4.834e-6,5.623e-8,3.133669159729946e-9,0.11998653944105313,0.11998653944105313,true,Success,0.4192537186408676,0.18032106980502116,0.23893264883584636,0.026466143920494074,3.999999999999999,0.3674992832915967,0.022009383179636313,3.999999999999999,0.3674992832915967,0.022009383179636313,3.999999999999999,0.3674992832915967,0.022009383179636313
4.834e-6,1.0e-7,2.9894882995374237e-9,0.1199380932066912,0.1199380932066912,true,Success,0.4159793396270598,0.17910032161478026,0.23687901801227956,0.026238891999871495,3.999999999999999,0.3642242117550397,0.021949489232970715,3.999999999999999,0.3642242117550397,0.021949489232970715,3.999999999999999,0.3642242117550397,0.021949489232970715
4.834e-6,1.778e-7,2.6289561452656185e-9,0.11957351112891709,0.11957351112891709,true,Success,0.4084473918957202,0.17640289676968804,0.2320444951260322,0.025703887547019074,3.999999999999999,0.35677867422649606,0.02180374985405415,3.999999999999999,0.35677867422649606,0.02180374985405415,3.999999999999999,0.35677867422649606,0.02180374985405415
4.834e-6,3.162e-7,1.9928167109866753e-9,0.11993512606309378,0.11993512606309378,true,Success,0.39964285490650653,0.17290339941093666,0.22673945549556984,0.025116777789665933,3.999999999999999,0.3466961057537823,0.021550758836863727,3.999999999999999,0.3466961057537823,0.021550758836863727,3.999999999999999,0.3466961057537823,0.021550758836863727
4.834e-6,5.623e-7,1.232646422563104e-9,0.11972151833296361,0.11972151833296361,true,Success,0.3984847561808446,0.17207947130631446,0.22640528487453015,0.025079793807445492,3.999999999999999,0.3433117083850268,0.02126423879299847,3.999999999999999,0.3433117083850268,0.02126423879299847,3.999999999999999,0.3433117083850268,0.02126423879299847
4.834e-6,1.0e-6,6.375872840618839e-10,0.11951827957299249,0.11951827957299249,true,Success,0.4088847188701255,0.17546888376179529,0.23341583510833017,0.025855647850222544,3.999999999999999,0.35069583254379033,0.02089252635876206,3.999999999999999,0.35069583254379033,0.02089252635876206,3.999999999999999,0.35069583254379033,0.02089252635876206
4.834e-6,1.778e-6,2.907337956385407e-10,0.11952314121597449,0.11952314121597449,true,Success,0.4251282455456875,0.18091049890680772,0.2442177466388798,0.027050958340657558,3.999999999999999,0.3632631110591879,0.02006610385616284,3.999999999999999,0.3632631110591879,0.02006610385616284,3.999999999999999,0.3632631110591879,0.02006610385616284
4.834e-6,3.162e-6,1.219705257823463e-10,0.11971355669217364,0.11971355669217364,true,Success,0.4409022089931118,0.18622353124453433,0.25467867774857744,0.02820837866738962,3.999999999999999,0.375362252364115,0.017478474265878167,3.999999999999999,0.375362252364115,0.017478474265878167,3.999999999999999,0.375362252364115,0.017478474265878167
4.834e-6,5.623e-6,4.8421040908057646e-11,0.11985306433903115,0.11985306433903115,true,Success,0.45438541024850443,0.1907283807050403,0.2636570295434641,0.02920163395729628,3.999999999999999,0.3855584322014534,0.014537178315082588,3.999999999999999,0.3855584322014534,0.014537178315082588,3.999999999999999,0.3855584322014534,0.014537178315082588
4.834e-6,1.0e-5,1.849850048176703e-11,0.11982538283928253,0.11982538283928253,true,Success,0.46544989932243236,0.1944353385672709,0.2710145607551615,0.03001548934739115,3.999999999999999,0.39354160238177177,0.012408888918130637,3.999999999999999,0.39354160238177177,0.012408888918130637,3.999999999999999,0.39354160238177177,0.012408888918130637
4.834e-6,1.778e-5,6.876245649784489e-12,0.11989240588039983,0.11989240588039983,true,Success,0.47456514149152484,0.1974851939172858,0.2770799475742391,0.030686349687472497,3.999999999999999,0.4000859099300594,0.010893313537148246,3.999999999999999,0.4000859099300594,0.010893313537148246,6.973754434903952,0.4029812878532174,0.027383099481557163
4.834e-6,3.162e-5,2.5017734785668833e-12,0.11992619131892011,0.11992619131892011,true,Success,0.4824142422544494,0.20008807289015082,0.28232616936429855,0.03126655870527569,3.999999999999999,0.40543038508087437,0.009704758518742302,3.999999999999999,0.40543038508087437,0.009704758518742302,20.307725748094335,0.3627367863545486,0.0665324804954904
4.834e-6,5.623e-5,8.951346449546707e-13,0.11993959242318193,0.11993959242318193,true,Success,0.48897844485061526,0.20227475081818141,0.2867036940324338,0.031750659069795906,3.999999999999999,0.4099169256685043,0.008668002605226875,3.999999999999999,0.4099169256685043,0.008668002605226875,64.17330600211443,0.31070242771522716,0.11348779503764994
4.834e-6,0.0001,3.155045575206973e-13,0.12007126826911602,0.12007126826911602,true,Success,0.494713616387521,0.204149555200685,0.290564061186836,0.032177541662542504,4.1467691682546715,0.41597628045470575,0.008664020476152303,3.999999999999999,0.41340279163776117,0.007827583835770627,202.9687799003245,0.25406248757052,0.161936104746057
4.834e-6,0.0001778,1.0929838019533785e-13,0.11951246218990487,0.11951246218990487,true,Success,0.4993358147737203,0.20562115244749765,0.2937146623262227,0.032525919081703006,17.317612524376493,0.3845567039189798,0.05896599008533964,9.566496221491251,0.41289394732575413,0.03558434855880634,635.6535842648539,0.19804083051068655,0.21030773219786209
4.834e-6,0.0003162,3.654308349468769e-14,0.11942514706898572,0.11942514706898572,true,Success,0.5009472931830793,0.20600624244684726,0.294941050736232,0.03266152228633113,56.06047842555099,0.3267025964929223,0.10832006369918402,32.20540207778152,0.35529047694910454,0.08470523744034264,1946.8922720586315,0.1434276959057732,0.25560438812724035
4.834e-6,0.0005623,1.0878796271122536e-14,0.12013783295570538,0.12013783295570538,true,Success,0.4919295897801355,0.2023540803719025,0.289575509408233,0.0320682291763543,175.58623655816666,0.2606408642081703,0.1547483583881225,101.59174987909196,0.28886998955540705,0.13197920098698204,5667.732251757374,0.094056305489713,0.2894850405298369
4.834e-6,0.001,2.3449453048984677e-15,0.12335811430726791,0.12335811430726791,true,Success,0.454744919132337,0.18800682933286972,0.2667380897994673,0.02954245656615633,534.6470775668236,0.18785992972681767,0.19033981625936622,310.64106416017285,0.213194457003535,0.16984900783664772,15307.513245092336,0.05399193933783357,0.2986355712581978
4.834e-6,0.001778,5.275349233042118e-16,0.11572576396097092,0.11572576396097092,true,Success,0.41810131115109733,0.17353964770922503,0.24456166344187227,0.02708901254831175,1527.0889879852912,0.12863658418969146,0.21398570452806218,896.2401697204527,0.15050145360648517,0.19629770412468292,37960.52844089186,0.029219253866196067,0.2944125551466859
4.834e-6,0.003162,1.4439121142163998e-16,0.12084299983424794,0.12084299983424794,true,Success,0.40876761934193395,0.16893748637416772,0.2398301329677662,0.02656545642361017,4572.421751956473,0.08519256977679114,0.24338459098003193,2742.0748089434182,0.10361212133759269,0.228483553646371,98587.19902895804,0.014304837560089633,0.30073138161379737
4.834e-6,0.005623,4.393482947741631e-17,0.12060279122800507,0.12060279122800507,true,Success,0.4449311680450622,0.1804151034311399,0.2645160646139223,0.029296660696346944,13337.115675603509,0.05752035535379238,0.294818297958585,8232.018695765795,0.07278195969301883,0.2824718398178877,259920.2932619105,0.005417624179882702,0.3369687985435049
4.834e-6,0.01,1.3811544046351793e-17,0.12109090017202923,0.12109090017202923,true,Success,0.5285000753724513,0.20657259945178008,0.3219274759206712,0.03564477090555078,38475.56856515941,0.03812450336985996,0.376577912481108,24304.182554940362,0.050448036801671044,0.3666081954224121,710202.9689112448,0.0,0.4086571098649882
4.834e-6,0.01778,4.419366758902161e-18,0.12022094874883117,0.12022094874883117,true,Success,0.6412940289020477,0.24000613627439424,0.4012878926276534,0.04440945004265876,107802.07367830402,0.022157880133090318,0.4781912835084545,68912.3878947505,0.03177106054089142,0.4704141783843465,1.9443435781543388e6,0.0,0.5026516417929007
4.834e-6,0.03162,1.4260934157658046e-18,0.12009227195427298,0.12008736259788154,false,Success,0.7822759951180052,0.27888780513750566,0.5033881899804994,0.055663619917805,299078.79015089595,0.00813426408764209,0.600211002344631,192140.4436817842,0.015497759023126025,0.5942538789114445,Inf,0.0,0.6151366775595294
4.834e-6,0.05623,4.62014440189225e-19,0.12001413476076056,0.12000697653264812,false,Success,0.9535990840379437,0.3222733482770596,0.631325735760884,0.069722342960443,824493.741152041,0.0,0.7446921668929687,530724.0504381564,0.0008395428916542752,0.7401674287330193,Inf,0.0,0.7513056596458624
