m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
2.21e-6,1.0e-8,1.2621876973852425e-8,0.11964917910630313,true,true,Success,1,1,8
2.21e-6,1.778e-8,1.2465561256919437e-8,0.11975343086027122,true,true,Success,1,1,0
2.21e-6,3.162e-8,1.1994606736750094e-8,0.11995772287373885,true,true,Success,1,1,0
2.21e-6,5.623e-8,1.0716505162401965e-8,0.11966662401799287,true,true,Success,1,1,0
2.21e-6,1.0e-7,8.332429461362588e-9,0.11996457327972597,true,true,Success,1,1,0
2.21e-6,1.778e-7,5.2991868812927596e-9,0.1197911760590318,true,true,Success,1,1,0
2.21e-6,3.162e-7,2.7997703418369287e-9,0.11952874120012869,true,true,Success,1,1,0
2.21e-6,5.623e-7,1.2931048221712817e-9,0.11952129071878978,true,true,Success,1,1,0
2.21e-6,1.0e-6,5.468071499208649e-10,0.11957209463244581,true,true,Success,1,1,0
2.21e-6,1.778e-6,2.1825351315724008e-10,0.11985785079594831,true,true,Success,1,1,0
2.21e-6,3.162e-6,8.364660889819538e-11,0.11975811425991542,true,true,Success,1,1,0
2.21e-6,5.623e-6,3.116377734184215e-11,0.11994338585815749,true,true,Success,1,1,0
2.21e-6,1.0e-5,1.135921974809788e-11,0.1199854998914891,true,true,Success,1,1,0
2.21e-6,1.778e-5,4.073673125200626e-12,0.11984531736064026,true,true,Success,1,1,0
2.21e-6,3.162e-5,1.4408634416531042e-12,0.11986280600288729,true,true,Success,1,1,0
2.21e-6,5.623e-5,5.040433434640324e-13,0.11988341736516647,true,true,Success,1,1,0
2.21e-6,0.0001,1.744943610898979e-13,0.11994534638594373,true,true,Success,1,1,0
2.21e-6,0.0001778,5.96574163099693e-14,0.11992444593740377,true,true,Success,1,1,0
2.21e-6,0.0003162,1.981731190387715e-14,0.11949256102919968,true,true,Success,1,1,0
2.21e-6,0.0005623,6.11042184970878e-15,0.12013964378775728,true,true,Success,1,1,0
2.21e-6,0.001,1.510008761007883e-15,0.1282244083072077,true,true,Success,1,1,0
2.21e-6,0.001778,3.059201724266176e-16,0.11874373217146947,true,true,Success,1,1,0
2.21e-6,0.003162,7.889231340947452e-17,0.120915642796118,true,true,Success,1,1,0
2.21e-6,0.005623,2.2984358899481318e-17,0.12022081692690978,true,true,Success,1,1,0
2.21e-6,0.01,7.138170060234789e-18,0.11999204589307783,true,true,Success,1,1,0
2.21e-6,0.01778,2.267455117714598e-18,0.12073978338718036,true,true,Success,1,1,0
2.21e-6,0.03162,7.279735681290634e-19,0.12018767943222503,true,true,Success,1,1,0
2.21e-6,0.05623,2.350179230078879e-19,0.1200304699255997,true,true,Success,1,1,0
