m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
1.668e-6,1.0e-6,4.888049790782593e-10,0.11987643370253576,true,true,Success,1,1,0
1.668e-6,1.0e-5,9.400480360756966e-12,0.12149021524055657,true,true,Success,1,1,0
1.668e-6,0.0001,1.401750199068863e-13,0.12091806177103248,true,true,Success,1,1,0
1.668e-6,0.001,1.2731033911265473e-15,0.12112151169304755,true,true,Success,1,1,0
1.668e-6,0.01,5.6408866859554566e-18,0.12051591226483478,true,true,Success,1,1,0
