x_nu,x_N,hubble,ent,y_n,y_rho,xi_N,xi_A,y_N1,y_N2,y_A,coll_n,coll_A_N2nu,coll_AA_NN
1.4882810420574869e-5,1.0977461397756216e-5,3.039402487868151e-20,0.10752066654774187,3.868761326265433e-9,6.187859993814799e-9,-16.580294157560058,-33.160588315120116,1.934380480363554e-9,1.934380480363554e-9,1.8276915441195563e-16,1.5445976751006352e-35,1.6329984319981727e-43,1.544597658770651e-35
1.4882825303392718e-5,1.0977477504080516e-5,3.039394311004028e-20,0.10752019328106065,3.868761326272208e-9,6.187859993814799e-9,-16.580294157553045,-33.16058831510609,1.9343804803669482e-9,1.9343804803669482e-9,1.827691544135583e-16,1.5445884136554577e-35,1.6329942917083823e-43,1.5445883973255148e-35
1.49050251542794e-5,1.100151012466793e-5,3.027231095043757e-20,0.10681710388951958,3.868761336408481e-9,6.187859993815063e-9,-16.580294147072642,-33.160588294145285,1.9343804854350925e-9,1.9343804854350925e-9,1.8276915680778677e-16,1.5308458256247743e-35,1.6268347741349586e-43,1.5308458093564266e-35
1.5128853120561633e-5,1.1244783375908487e-5,2.9082325411799264e-20,0.10003326904890249,3.868761439475564e-9,6.187859993817832e-9,-16.580294040506573,-33.160588081013145,1.934380536968597e-9,1.934380536968597e-9,1.8276918115260337e-16,1.3999483516015183e-35,1.5664922681823935e-43,1.3999483359365956e-35
1.7560583349514593e-5,1.417451739484183e-5,1.900735569341396e-20,0.049942848534142964,3.868762659510253e-9,6.187859993856348e-9,-16.580292779048378,-33.160585558096756,1.9343811469856795e-9,1.9343811469856795e-9,1.82769469327864e-16,5.433253598938987e-36,1.0572600489435666e-43,5.433253493212982e-36
2.7922776047640153e-5,2.6661928508278762e-5,5.680584545017796e-21,0.007504556808318522,3.868767337358039e-9,6.1878599941178225e-9,-16.580287942266395,-33.16057588453279,1.9343834859067407e-9,1.9343834859067407e-9,1.8277057421713913e-16,4.097307532075056e-37,3.435532827771801e-44,4.097307188521773e-37
6.500194176210722e-5,6.701195825544121e-5,9.333709817227804e-22,0.0004726583688261667,3.868780851394942e-9,6.187859996071183e-9,-16.580273967961592,-33.160547935923184,1.9343902429166337e-9,1.9343902429166337e-9,1.8277376586623766e-16,9.378887029567773e-39,5.787713420291481e-45,9.378881241854353e-39
0.00039231070911419444,0.0004387232046515263,2.2434093994888986e-23,1.6844753638576713e-6,3.868876405845211e-9,6.1878600908211504e-9,-16.58017508401112,-33.16035016802224,1.934438009925076e-9,1.934438009925076e-9,1.8279630883589402e-16,4.119795256901167e-42,1.4411399242274766e-46,4.119651142908744e-42
0.0023677399215080424,0.0026525756910080406,6.153431987780239e-25,7.624155191560163e-9,3.869345365389304e-9,6.187863887648691e-9,-16.579686959666347,-33.159373919332694,1.9346725059748855e-9,1.9346725059748855e-9,1.8290608484511856e-16,2.3823467438423347e-45,3.9494756346297986e-48,2.378397268207705e-45
0.05520225653680283,0.062000325194004564,1.2372666716885014e-27,6.020072438979598e-13,3.8807064904427784e-9,6.192900098155513e-9,-16.567553958746863,-33.13510791749373,1.940317881758307e-9,1.940317881758307e-9,1.847607639512018e-16,1.107626414914628e-50,7.169812784747023e-51,3.906451364399257e-51
