x_nu,x_N,hubble,ent,y_n,y_rho,xi_N,xi_A,y_N1,y_N2,y_A,coll_n,coll_A_N2nu,coll_AA_NN
3.4933017018509925e-5,2.506749070798565e-5,8.315796636328057e-20,0.5434200784395592,1.2469867961219893e-6,1.8287422146139149e-6,-10.544563745629665,-21.08912749125933,6.23468768223715e-7,6.23468768223715e-7,2.4629837280167882e-11,1.5368622735768982e-33,2.7199698724073934e-39,1.5368595536070258e-33
3.4933051951544384e-5,2.506752001351334e-5,8.315778182565472e-20,0.5434181725637837,1.2469867961220314e-6,1.8287422146139149e-6,-10.544563745629521,-21.089127491259042,6.234687682237367e-7,6.234687682237367e-7,2.4629837280172248e-11,1.5368549190780272e-33,2.7199639071303183e-39,1.53685219911412e-33
3.4934627046948525e-5,2.5068841375438455e-5,8.31494618268531e-20,0.5433322474659961,1.2469867961238301e-6,1.8287422146139214e-6,-10.544563745623718,-21.089127491247435,6.234687682246359e-7,6.234687682246359e-7,2.4629837280348563e-11,1.5365233563035901e-33,2.7196949585634366e-39,1.5365206366086315e-33
3.4950381907587114e-5,2.5082058826143248e-5,8.306630760831396e-20,0.5424737433883771,1.246986796141821e-6,1.8287422146140222e-6,-10.544563745565677,-21.089127491131354,6.234687682336299e-7,6.234687682336299e-7,2.4629837282111973e-11,1.5332116582178685e-33,2.7170069340167525e-39,1.5332089412109344e-33
3.5108321826200383e-5,2.5214617469913656e-5,8.223932463645065e-20,0.53396294203596,1.2469867963222404e-6,1.828742214615042e-6,-10.544563744983675,-21.08912748996735,6.234687683238181e-7,6.234687683238181e-7,2.462983729979393e-11,1.5004844680285666e-33,2.6902722387286473e-39,1.500481777756328e-33
3.6727512993359315e-5,2.6594929719596313e-5,7.435013700069022e-20,0.4550632141139904,1.2469867981809032e-6,1.8287422146259343e-6,-10.544563738986342,-21.089127477972685,6.234687692529715e-7,6.234687692529715e-7,2.4629837481901734e-11,1.2063628276037502e-33,2.4353330309592573e-39,1.2063603922707192e-33
4.6985546896519016e-5,3.606286163738839e-5,4.2059982989147107e-20,0.18251044621471987,1.2469868104447398e-6,1.8287422147164116e-6,-10.544563699354237,-21.089127398708474,6.234687753836775e-7,6.234687753836775e-7,2.4629838681050727e-11,3.4660469673688407e-34,1.391873391083238e-39,3.46603304863493e-34
0.0001112050933519617,0.00011726105769087035,4.532864173040356e-21,0.005308929480267654,1.2469868995002444e-6,1.8287422166426187e-6,-10.544563407638998,-21.089126815277996,6.234688198381749e-7,6.234688198381749e-7,2.4629847219685744e-11,2.7474814671294657e-36,1.7115831319551717e-40,2.74731030881627e-36
0.00028372098597968874,0.0003248565345310647,6.153260448946682e-22,0.00024968575196730546,1.2469870850260498e-6,1.8287422308144739e-6,-10.544562766663764,-21.08912553332753,6.234689127812604e-7,6.234689127812604e-7,2.4629863711677673e-11,4.147936126810697e-38,2.3810454066490895e-41,4.145555081404048e-38
0.001182755777344643,0.001442476600631769,3.1885741006451944e-23,2.851959136465737e-6,1.2469878813494937e-6,1.8287425303831059e-6,-10.544559230956988,-21.089118461913976,6.234693055482506e-7,6.234693055482506e-7,2.4629902460893003e-11,8.839931523108299e-41,1.2687613628564788e-42,8.713055386822651e-41
0.005208529163621307,0.006357933158477027,1.6419869174453692e-24,3.330650528392847e-8,1.2469911155524058e-6,1.8287486993642188e-6,-10.544530203033242,-21.089060406066483,6.234709326088e-7,6.234709326088e-7,2.4629442634032806e-11,2.4478959854265447e-43,6.533037373937272e-44,1.7945922480328174e-43
0.06480686316896883,0.07933336504674804,1.1122638005494421e-26,1.7191731274910467e-11,1.2479261337308763e-6,1.830310849707828e-6,-10.539445952040252,-21.078891904080503,6.23933271967031e-7,6.23933271967031e-7,2.457545692426198e-11,4.133926195135353e-46,4.0957568595467215e-46,3.816933558863193e-48
0.21384265811037373,0.265419457714415,1.0652536496032563e-27,4.805135234371104e-13,1.2707058437901207e-6,1.8540727729484324e-6,-10.460186216761814,-20.920372433523628,6.353450632064963e-7,6.353450632064963e-7,2.517506699987741e-11,3.3558308186471924e-47,3.3540640303238137e-47,1.7667883233785712e-50
0.3708839836452255,0.4818306612975351,3.545506993022799e-28,9.20191270578869e-14,1.3576154822365373e-6,1.9362413620466085e-6,-10.221186312623896,-20.442372625247792,6.787889459746684e-7,6.787889459746684e-7,2.9306686001451844e-11,1.0183485235769057e-47,1.0182248029932767e-47,1.237205836290041e-51
0.5072651805484673,0.7037696793730989,1.8953508757191383e-28,3.596098683436733e-14,1.5170869753533143e-6,2.09158807618258e-6,-9.857302097174287,-19.714604194348574,7.585204133772443e-7,7.585204133772443e-7,3.8377393054866465e-11,5.325352988311779e-48,5.3251055500960645e-48,2.474382157145263e-52
0.6137277093233321,0.9083443831897595,1.2948206717783756e-28,2.0305354434283637e-14,1.7193119173012525e-6,2.299954469981506e-6,-9.473125791466316,-18.946251582932632,8.596094784547479e-7,8.596094784547479e-7,5.1385846068122417e-11,3.701922295119984e-48,3.7018360093124816e-48,8.628580750196533e-53
