x_nu,x_N,hubble,ent,y_n,y_rho,xi_N,xi_A,y_N1,y_N2,y_A,coll_n,coll_A_N2nu,coll_AA_NN
7.520444229456367e-6,6.492543176711001e-6,1.1398256434386883e-20,0.022006876760619947,5.127578128874964e-8,8.454715470593286e-8,-14.087320283145083,-28.174640566290165,2.56378613403259e-8,2.56378613403259e-8,2.9304048942272265e-14,3.2197066458389447e-38,3.3781304298540164e-44,3.219703267708515e-38
7.520451749904351e-6,6.492552208223977e-6,1.1398226224886381e-20,0.022006784922259326,5.127578128874964e-8,8.454715470593286e-8,-14.087320283145099,-28.174640566290197,2.563786134032576e-8,2.563786134032576e-8,2.930404894227165e-14,3.2196883593496253e-38,3.378122131633936e-44,3.2196849812274937e-38
7.520854211062509e-6,6.493035540060482e-6,1.1396609706703367e-20,0.02200187083180329,5.127578128875948e-8,8.454715470593286e-8,-14.087320283144313,-28.174640566288627,2.5637861340330817e-8,2.5637861340330817e-8,2.9304048942300166e-14,3.218709925307296e-38,3.377678089280899e-44,3.218706547629207e-38
7.524880007420598e-6,6.497870837832047e-6,1.138045712868344e-20,0.021952790238930785,5.127578128885785e-8,8.454715470593346e-8,-14.087320283136611,-28.174640566273222,2.5637861340380074e-8,2.5637861340380074e-8,2.9304048942579763e-14,3.208941916812014e-38,3.3732408630835026e-44,3.208938543571151e-38
7.565256683576222e-6,6.546407442703046e-6,1.1220229014184729e-20,0.021468112131657925,5.127578128984102e-8,8.454715470593826e-8,-14.08732028305961,-28.17464056611922,2.563786134087162e-8,2.563786134087162e-8,2.930404894537378e-14,3.112905671474931e-38,3.329195618627026e-44,3.1129023422793124e-38
7.981133159808196e-6,7.049539930972088e-6,9.74310994742707e-21,0.017191771350438697,5.127578129969522e-8,8.454715470598662e-8,-14.087320282287486,-28.174640564574972,2.5637861345798577e-8,2.5637861345798577e-8,2.9304048973368493e-14,2.300693225457016e-38,2.9203394410912005e-44,2.300690305117575e-38
1.202477919148898e-5,1.1370105171026533e-5,3.827439606085939e-21,0.0040974107978959205,5.1275781380838753e-8,8.454715470654532e-8,-14.08732027591768,-28.17464055183536,2.5637861386369933e-8,2.5637861386369933e-8,2.930404920334169e-14,3.264060681370188e-39,1.187467848106028e-44,3.264048806691707e-39
4.265127175366225e-5,4.509069176291177e-5,2.566857930759406e-22,6.569650607191712e-5,5.127578194037539e-8,8.454715472029153e-8,-14.087320231323332,-28.174640462646664,2.5637861666267666e-8,2.5637861666267666e-8,2.930405075683413e-14,1.1616683069559895e-41,8.265408075312694e-46,1.1615856528752362e-41
0.00033256344535106616,0.0003609150670536388,4.0296830278564594e-24,1.2811148038819459e-7,5.1275786194064685e-8,8.45471557074939e-8,-14.087319837457864,-28.174639674915728,2.5637863816189857e-8,2.5637863816189857e-8,2.930405982448055e-14,2.2616484301239417e-45,1.3174130381285639e-47,2.248474299742656e-45
0.0027684964343677077,0.003008678587271225,5.896636429026459e-26,2.2114513247168983e-10,5.127581806358425e-8,8.454722482270448e-8,-14.087313112575945,-28.17462622515189,2.5637879748315375e-8,2.5637879748315375e-8,2.93039319814138e-14,5.326202243528326e-49,1.8976426743798734e-49,3.428559569148452e-49
0.02537284625301808,0.02756926384574265,7.572934101447803e-28,2.875259575667995e-13,5.128004282417248e-8,8.455516715073887e-8,-14.086703451494738,-28.173406902989477,2.563997534088141e-8,2.563997534088141e-8,2.9295430526121934e-14,2.2786873285584054e-51,2.2481856756309188e-51,3.0501652927486543e-53
