x_nu,x_N,hubble,ent,y_n,y_rho,xi_N,xi_A,y_N1,y_N2,y_A,coll_n,coll_A_N2nu,coll_AA_NN
2.092762673041696e-5,1.4900639791048492e-5,4.641803689749773e-20,0.214067153760926,1.7406758665045258e-5,2.7189338472118704e-5,-8.09859343843242,-16.19718687686484,8.699412688236438e-6,8.699412688236438e-6,3.96664428619091e-9,7.98386879984598e-36,9.835591614677705e-40,7.982885240684512e-36
2.092764765805414e-5,1.4900658954800725e-5,4.641792617684402e-20,0.21406632782605287,1.7406758665045258e-5,2.7189338472118704e-5,-8.09859343843242,-16.19718687686484,8.69941268823644e-6,8.69941268823644e-6,3.966644286190903e-9,7.983826816232683e-36,9.835568732690996e-40,7.982843259359413e-36
2.111893914613675e-5,1.5076077155018132e-5,4.542125359477588e-20,0.20668060736937,1.7406758665054657e-5,2.7189338472130535e-5,-8.098593438427626,-16.197186876855252,8.699412688241122e-6,8.699412688241122e-6,3.9666442861846825e-9,7.610763030678436e-36,9.629532504658527e-40,7.60980007742797e-36
2.313070864059375e-5,1.698689398177571e-5,3.642628239254964e-20,0.14448503065374707,1.7406758665156047e-5,2.7189338472269777e-5,-8.098593438373664,-16.197186876747327,8.69941268829192e-6,8.69941268829192e-6,3.966644286102924e-9,4.671953862156804e-36,7.771429066861215e-40,4.671176719250118e-36
3.337731236131212e-5,2.976385534143715e-5,1.2923350605896553e-20,0.026859456968276053,1.7406758665777952e-5,2.7189338473625792e-5,-8.098593437931891,-16.197186875863782,8.699412688602026e-6,8.699412688602026e-6,3.966644284886864e-9,4.708483238558237e-37,2.980897278047578e-40,4.70550234128019e-37
7.62982642570511e-5,7.815550400482301e-5,1.9699451122308444e-21,0.0014834949759242988,1.7406758667829442e-5,2.718933848555288e-5,-8.098593434822432,-16.197186869644863,8.699412689904237e-6,8.699412689904237e-6,3.966644270626341e-9,9.03919106954756e-39,4.842296099160773e-41,8.990768108555952e-39
0.00021136102482201328,0.00023704038421737224,2.233134349333443e-22,5.317380795520829e-5,1.7406758673672048e-5,2.7189338599742313e-5,-8.098593408459898,-16.197186816919796,8.699412692878487e-6,8.699412692878487e-6,3.96664411583618e-9,9.959854145846485e-41,5.6596948899414205e-42,9.393884656852343e-41
0.001693402119732307,0.0019395765233165346,3.348724380663091e-24,9.706092199686167e-8,1.740675882735078e-5,2.7189347765971558e-5,-8.098591561309734,-16.197183122619467,8.699413116028522e-6,8.699413116028522e-6,3.9666323433418515e-9,1.0169935151832179e-43,8.594764618831218e-44,1.5751705330009618e-44
0.007111231969232708,0.008154759396245019,1.9057497659285628e-25,1.3059868738889293e-9,1.7406765693281395e-5,2.718949522513084e-5,-8.09855920375499,-16.19711840750998,8.699415982258104e-6,8.699415982258104e-6,3.966435551777984e-9,4.9029277674713975e-45,4.863887338247336e-45,3.9040429224061324e-47
0.05197613727730932,0.05964534124276951,3.825109385325693e-27,3.3414102069286673e-12,1.7409447942998773e-5,2.7199284431678983e-5,-8.09641219463616,-16.19282438927232,8.70076595808902e-6,8.70076595808902e-6,3.9576726494468756e-9,8.935716073575815e-47,8.934900283036047e-47,8.157905397671857e-51
0.1499816083628116,0.17273590480858558,4.671697089982995e-28,1.391719834843185e-13,1.7460891032324698e-5,2.728976402253124e-5,-8.075389356552684,-16.150778713105368,8.726592864336198e-6,8.726592864336198e-6,3.926726863566725e-9,9.939366042072888e-48,9.93929160630559e-48,7.443576729902521e-53
