x_nu,x_N,hubble,ent,y_n,y_rho,xi_N,xi_A,y_N1,y_N2,y_A,coll_n,coll_A_N2nu,coll_AA_NN
8.19573663039993e-5,6.49680154034177e-5,2.0956762612134188e-19,2.3036149805904667,1.17038509551779e-5,1.4703068936010008e-5,-7.842354889010756,-15.684709778021512,5.848479883362921e-6,5.848479883362921e-6,3.4455942249056592e-9,1.1516627221145356e-34,3.8516189827226854e-38,1.1512775602162633e-34
8.195744826140652e-5,6.496808682664477e-5,2.0956717953389842e-19,2.3036073831017925,1.17038509551779e-5,1.4703068936010008e-5,-7.842354889010552,-15.684709778021103,5.8484798833640564e-6,5.8484798833640564e-6,3.445594224906996e-9,1.1516575289311528e-34,3.8516108375383745e-38,1.151272367847399e-34
8.196087840805348e-5,6.497107609475812e-5,2.09548489854591e-19,2.3032894362390057,1.17038509551779e-5,1.4703068936010478e-5,-7.8423548890103625,-15.684709778020725,5.848479883364034e-6,5.848479883364034e-6,3.4455942249058797e-9,1.1514402053107552e-34,3.851269961513948e-38,1.1510550783146037e-34
8.199518777137818e-5,6.50009763416486e-5,2.0936168471032408e-19,2.3001123802010213,1.1703850955178026e-5,1.4703068936015231e-5,-7.8423548890083605,-15.684709778016721,5.848479883364121e-6,5.848479883364121e-6,3.4455942248952475e-9,1.149269222191829e-34,3.847862859589917e-38,1.14888443590587e-34
8.233907231434468e-5,6.530073571852073e-5,2.0750277138717988e-19,2.2685819509571648,1.1703850955179107e-5,1.4703068936063106e-5,-7.8423548889884,-15.6847097779768,5.8484798833647485e-6,5.8484798833647485e-6,3.445594224787758e-9,1.1277832036061623e-34,3.813957195447709e-38,1.1274018078866175e-34
8.58582472906324e-5,6.837850089806433e-5,1.8978776964534563e-19,1.9758317945533743,1.1703850955190354e-5,1.47030689365682e-5,-7.842354888778261,-15.684709777556522,5.84847988337154e-6,5.84847988337154e-6,3.4455942236552037e-9,9.336398188143036e-35,3.490719500782138e-38,9.332907468642253e-35
0.0001154420822289834,9.537827091711328e-5,1.0009888436751219e-19,0.7280485832194847,1.1703850955285635e-5,1.4703068941994506e-5,-7.842354886528319,-15.684709773056637,5.848479883432688e-6,5.848479883432688e-6,3.4455942114490023e-9,2.382778060979363e-35,1.850474991683131e-38,2.3809275859876798e-35
0.0002495941656252921,0.00027164070780299695,1.4284696401735522e-20,0.03151549573872627,1.1703850955798052e-5,1.4703069020207684e-5,-7.8423548534950935,-15.684709706990187,5.848479884905287e-6,5.848479884905287e-6,3.4455940335884934e-9,3.243330067594166e-37,2.8589395713916124e-39,3.21474067188025e-37
0.0005945245265588297,0.0007575498390203601,1.9434119219080592e-21,0.0014530318236238564,1.1703850957017522e-5,1.4703069645543757e-5,-7.842354598388427,-15.684709196776854,5.848479923675759e-6,5.848479923675759e-6,3.4455926737965936e-9,5.076090348887529e-39,4.159353683294373e-40,4.6601549805580914e-39
0.0014161365182335157,0.001951511183551129,3.0401809420661065e-22,8.499550830977031e-5,1.1703850960185722e-5,1.4703073626314948e-5,-7.842352983422092,-15.684705966844184,5.848479899733915e-6,5.848479899733915e-6,3.4455835971844277e-9,1.5863700461862008e-40,6.653020029159237e-41,9.210680432702772e-41
