x_nu,x_N,hubble,ent,y_n,y_rho,xi_N,xi_A,y_N1,y_N2,y_A,coll_n,coll_A_N2nu,coll_AA_NN
8.19573663039993e-5,6.49855529724287e-5,2.0956762612134188e-19,2.3036149805904667,9.201705307771792e-12,1.1559725767796324e-11,-21.89704495292871,-43.79408990585742,4.6008526517520445e-12,4.6008526517520445e-12,2.133849513784213e-21,7.129067922493451e-31,2.384858866576956e-42,7.129067922469603e-31
8.195744826140652e-5,6.49856358702238e-5,2.0956717953389842e-19,2.3036073831017925,9.201706929794903e-12,1.1559725767796364e-11,-21.897044247832017,-43.794088495664035,4.600853462763622e-12,4.600853462763622e-12,2.1338513944978127e-21,7.129040667572335e-31,2.3848550189050445e-42,7.129040667548487e-31
8.196229001745244e-5,6.499053325250133e-5,2.09540799195878e-19,2.3031586080703037,9.201802755228523e-12,1.1559725767796857e-11,-21.897002592545192,-43.794005185090384,4.600901375480302e-12,4.600901375480302e-12,2.133962505128369e-21,7.127430788680549e-31,2.3846277329696047e-42,7.127430788656703e-31
8.20107233125593e-5,6.503953072236239e-5,2.0927717838849333e-19,2.2986756634681753,9.202761537548323e-12,1.1559725767802114e-11,-21.896585834044537,-43.79317166808907,4.601380766639103e-12,4.601380766639103e-12,2.13507447849125e-21,7.111353382589813e-31,2.3823564083437887e-42,7.111353382565989e-31
8.249663317312434e-5,6.55318810185789e-5,2.0665913966709222e-19,2.254323249544526,9.212402428161019e-12,1.155972576785542e-11,-21.892397593709422,-43.784795187418844,4.606201211934218e-12,4.606201211934218e-12,2.1462815451856113e-21,6.952697763377621e-31,2.359795968353322e-42,6.952697763354023e-31
8.751692464288283e-5,7.071470920230168e-5,1.8218025117173531e-19,1.8543509295384288,9.314408316721319e-12,1.1559725768437278e-11,-21.848350330772387,-43.696700661544774,4.657204141893477e-12,4.657204141893477e-12,2.2677675882374853e-21,5.556222875435778e-31,2.148475038925837e-42,5.556222875414293e-31
9.588779683580488e-5,7.978107487919415e-5,1.4978084883229626e-19,1.3679046853284655,9.495110703101407e-12,1.1559725769542552e-11,-21.771492299440364,-43.54298459888073,4.747555087882926e-12,4.747555087882926e-12,2.496446709127795e-21,3.949361767849237e-31,1.868155426113905e-42,3.949361767830555e-31
0.00010620313201154003,9.179850346318933e-5,1.2009845093480153e-19,0.9689531707281986,9.739083009693958e-12,1.1559725771168655e-11,-21.67001245101592,-43.34002490203184,4.869541210255046e-12,4.869541210255046e-12,2.834082377288166e-21,2.719579496966827e-31,1.612306829260485e-42,2.7195794969507037e-31
0.0001231734511026219,0.00011407905215972094,8.67593501388183e-20,0.5810797202625776,1.020624557438366e-11,1.1559725774627477e-11,-21.482599772161254,-42.96519954432251,5.103128426097426e-12,5.103128426097426e-12,3.582227896887829e-21,1.6205440751878888e-31,1.3332709913275767e-42,1.620544075174556e-31
0.00014285547675638638,0.00014526936226333647,6.218409605603388e-20,0.3423984957435993,1.0895977113406057e-11,1.1559725780297173e-11,-21.221031144599404,-42.44206228919881,5.447958641429118e-12,5.447958641429118e-12,4.967619493125799e-21,1.012546432574136e-31,1.1525789224115075e-42,1.0125464325626102e-31
0.00016568251564447756,0.00019316646013417023,4.401357065363005e-20,0.19641879171292365,1.203855243208527e-11,1.1559725790371374e-11,-20.822099679515546,-41.64419935903109,6.0195395637269885e-12,6.0195395637269885e-12,8.179589685365865e-21,6.963758660041155e-32,1.0832108533662098e-42,6.963758659932834e-32
0.00018731542482203328,0.0002626281317402672,3.2492744439335466e-20,0.11991075265580695,1.3884880768505924e-11,1.1559725806502055e-11,-20.251433014420538,-40.502866028841076,6.942197910629211e-12,6.942197910629211e-12,1.6691778060905248e-20,6.154743992456947e-32,1.1947599686647733e-42,6.154743992337471e-32
0.0002054580995091835,0.00037447008510387155,2.533737955064422e-20,0.0798362579988583,1.7287494344683816e-11,1.1559725832109513e-11,-19.37459896762227,-38.74919793524454,8.644332655767404e-12,8.644332655767404e-12,4.995065987792025e-20,8.235390958845683e-32,1.707750565524487e-42,8.235390958674907e-32
