1.24223e-1    2.80295e-3
1.84089e-1    2.57527e-3
2.42441e-1    2.32126e-3
2.81342e-1    2.20071e-3
3.54282e-1    1.94915e-3
3.93183e-1    1.86094e-3
4.90435e-1    1.69541e-3
5.39062e-1    1.62636e-3
6.36315e-1    1.48716e-3
6.89804e-1    1.43236e-3
8.01644e-1    1.31829e-3
8.55133e-1    1.26949e-3
9.66974e-1    1.18033e-3
1.02533e+0    1.14183e-3
1.14203e+0    1.06295e-3
1.20038e+0    1.02990e-3
1.32681e+0    9.58741e-4
1.38516e+0    9.30889e-4
1.51159e+0    8.82680e-4
1.57480e+0    8.61467e-4
1.70609e+0    8.16080e-4
1.76931e+0    7.97893e-4
1.90060e+0    7.57687e-4
1.96381e+0    7.42128e-4
2.10483e+0    7.06066e-4
2.16318e+0    6.93171e-4
2.29934e+0    6.64224e-4
2.36255e+0    6.51270e-4
2.50357e+0    6.26507e-4
2.56678e+0    6.16036e-4
2.70780e+0    5.94361e-4
2.77101e+0    5.85166e-4
2.92175e+0    5.65052e-4
2.98497e+0    5.56778e-4
3.12598e+0    5.38887e-4
3.18920e+0    5.32004e-4
3.33021e+0    5.17189e-4
3.39343e+0    5.10905e-4
3.54417e+0    4.96625e-4
3.60738e+0    4.90643e-4
3.74840e+0    4.78136e-4
3.81648e+0    4.73039e-4
3.96236e+0    4.60576e-4
4.02557e+0    4.55939e-4
4.17631e+0    4.44596e-4
4.23953e+0    4.40073e-4
4.38054e+0    4.30529e-4
4.44862e+0    4.26313e-4
4.59450e+0    4.16467e-4
4.65771e+0    4.12404e-4
4.80846e+0    4.03713e-4
4.87167e+0    4.00069e-4
5.01269e+0    3.92175e-4
5.08076e+0    3.88539e-4
5.22664e+0    3.79965e-4
5.28986e+0    3.76813e-4
5.44060e+0    3.69105e-4
5.50381e+0    3.65850e-4
5.65455e+0    3.58933e-4
5.71777e+0    3.56105e-4
5.85879e+0    3.48858e-4
5.92686e+0    3.45988e-4
6.07274e+0    3.39423e-4
6.14082e+0    3.36866e-4
6.28670e+0    3.30764e-4
6.34991e+0    3.27847e-4
6.50065e+0    3.21818e-4
6.56387e+0    3.19383e-4
6.71461e+0    3.12949e-4
6.77782e+0    3.10614e-4
6.91884e+0    3.04966e-4
6.98692e+0    3.02935e-4
7.13280e+0    2.97499e-4
7.20087e+0    2.95362e-4
7.34675e+0    2.89605e-4
7.40997e+0    2.87899e-4
7.56071e+0    2.82366e-4
7.62392e+0    2.80466e-4
7.77466e+0    2.75308e-4
7.83788e+0    2.72995e-4
7.98862e+0    2.68284e-4
8.05183e+0    2.66171e-4
8.19285e+0    2.61992e-4
8.26093e+0    2.60429e-4
8.40681e+0    2.55712e-4
8.47002e+0    2.53884e-4
8.62076e+0    2.49582e-4
8.68398e+0    2.47746e-4
8.83472e+0    2.43215e-4
8.89793e+0    2.41553e-4
9.04867e+0    2.37510e-4
9.11189e+0    2.35515e-4
9.26263e+0    2.31695e-4
9.32584e+0    2.30015e-4
9.46686e+0    2.26499e-4
9.53494e+0    2.24832e-4
9.68082e+0    2.20837e-4
9.74889e+0    2.19212e-4
9.89477e+0    2.15657e-4
9.95799e+0    2.14273e-4
1.01087e+1    2.10709e-4
1.01719e+1    2.09269e-4
1.03227e+1    2.05875e-4
1.03859e+1    2.04382e-4
1.05366e+1    2.01151e-4
1.05999e+1    1.99608e-4
1.07506e+1    1.96536e-4
1.08138e+1    1.95275e-4
1.09548e+1    1.92129e-4
1.10229e+1    1.90715e-4
1.11688e+1    1.87720e-4
1.12369e+1    1.86339e-4
1.13827e+1    1.83221e-4
1.14460e+1    1.82064e-4
1.15967e+1    1.79300e-4
1.16599e+1    1.77962e-4
1.18107e+1    1.75094e-4
1.18739e+1    1.73952e-4
1.20246e+1    1.71347e-4
1.20878e+1    1.70176e-4
1.22386e+1    1.67504e-4
1.23018e+1    1.66622e-4
