m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
2.869e-6,1.0e-8,NaN,NaN,false,false,NoRoot,0,0,8
2.869e-6,1.778e-8,7.892376329395102e-9,0.11982854561368876,true,true,Success,1,1,6
2.869e-6,3.162e-8,7.72150029024306e-9,0.11962903182136043,true,true,Success,1,1,0
2.869e-6,5.623e-8,7.2923594185504315e-9,0.11990996721813355,true,true,Success,1,1,0
2.869e-6,1.0e-7,6.224315239980814e-9,0.1193655242412217,true,true,Success,1,1,0
2.869e-6,1.778e-7,4.51803042065077e-9,0.11991588700150968,true,true,Success,1,1,0
2.869e-6,3.162e-7,2.668814186992454e-9,0.11966857466689011,true,true,Success,1,1,0
2.869e-6,5.623e-7,1.3331596372051733e-9,0.1194943661472137,true,true,Success,1,1,0
2.869e-6,1.0e-6,5.93519532900896e-10,0.11956226940038847,true,true,Success,1,1,0
2.869e-6,1.778e-6,2.451482340655062e-10,0.11971592212347312,true,true,Success,1,1,0
2.869e-6,3.162e-6,9.623576307121322e-11,0.11984918047723563,true,true,Success,1,1,0
2.869e-6,5.623e-6,3.6470428830298844e-11,0.11979276098418366,true,true,Success,1,1,0
2.869e-6,1.0e-5,1.347198109370707e-11,0.11989348088908501,true,true,Success,1,1,0
2.869e-6,1.778e-5,4.88095507821792e-12,0.11998451679828556,true,true,Success,1,1,0
2.869e-6,3.162e-5,1.7405038789057652e-12,0.12007705705050707,true,true,Success,1,1,0
2.869e-6,5.623e-5,6.128686885046063e-13,0.11998468433081372,true,true,Success,1,1,0
2.869e-6,0.0001,2.133361147535003e-13,0.11998348608909519,true,true,Success,1,1,0
2.869e-6,0.0001778,7.324486990699274e-14,0.1199582038777422,true,true,Success,1,1,0
2.869e-6,0.0003162,2.439108601320525e-14,0.11946717505736716,true,true,Success,1,1,0
2.869e-6,0.0005623,7.452488568064632e-15,0.11986720267202279,true,true,Success,1,1,0
2.869e-6,0.001,1.753176623288525e-15,0.12374530983053536,true,true,Success,1,1,0
2.869e-6,0.001778,3.6576846493733117e-16,0.11778619915289003,true,true,Success,1,1,0
2.869e-6,0.003162,9.569190139327515e-17,0.12043766661920786,true,true,Success,1,1,0
2.869e-6,0.005623,2.849623844526522e-17,0.12015658990900362,true,true,Success,1,1,0
2.869e-6,0.01,8.876622433551146e-18,0.11760220216499206,true,true,Success,1,1,0
2.869e-6,0.01778,2.8322042447668274e-18,0.1206333024799446,true,true,Success,1,1,0
2.869e-6,0.03162,9.109951363310084e-19,0.12008639399925874,true,true,Success,1,1,0
2.869e-6,0.05623,2.9447786260081354e-19,0.120018153197026,true,true,Success,1,1,0
