m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
3.777e-5,1.0e-6,NaN,NaN,false,false,NoRoot,0,0,4
3.777e-5,1.778e-6,8.094404991044123e-11,0.11998663255783323,true,true,Success,1,1,3
3.777e-5,3.162e-6,6.954014293124862e-11,0.11980687990581543,true,true,Success,1,1,0
3.777e-5,5.623e-6,5.068673050172047e-11,0.11992607729514963,true,true,Success,1,1,0
3.777e-5,1.0e-5,3.0247390062838176e-11,0.1197171539622349,true,true,Success,1,1,0
3.777e-5,1.778e-5,1.5295617325502145e-11,0.11942993460740033,true,true,Success,1,1,0
3.777e-5,3.162e-5,6.896640307399889e-12,0.11961246569479124,true,true,Success,1,1,0
3.777e-5,5.623e-5,2.873488708933903e-12,0.11961941988338942,true,true,Success,1,1,0
3.777e-5,0.0001,1.1287689421774917e-12,0.11972929321552765,true,true,Success,1,1,0
3.777e-5,0.0001778,4.1685233533144477e-13,0.11964924788426921,true,true,Success,1,1,0
3.777e-5,0.0003162,1.3564536233953994e-13,0.1201050873882481,true,true,Success,1,1,0
3.777e-5,0.0005623,3.162553802719034e-14,0.11950658637942205,true,true,Success,1,1,0
3.777e-5,0.001,7.699719207053846e-15,0.11882960342959438,true,true,Success,1,1,0
3.777e-5,0.001778,2.3550934370958862e-15,0.12006946486821513,true,true,Success,1,1,0
3.777e-5,0.003162,7.413590925329944e-16,0.11994562431320112,true,true,Success,1,1,0
3.777e-5,0.005623,2.371527815850036e-16,0.11994151785118898,true,true,Success,1,1,0
3.777e-5,0.01,7.638170801093374e-17,0.12000221210467177,true,true,Success,1,1,0
3.777e-5,0.01778,2.4718440934888363e-17,0.12000299013445527,true,true,Success,1,1,0
3.777e-5,0.03162,8.030002989940441e-18,0.12002377011261166,true,true,Success,1,1,0
3.777e-5,0.05623,2.622028279682496e-18,0.12002432272902097,true,true,Success,1,1,0
