m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
0.0001194,1.0e-6,1.0e-11,0.11946887071711855,true,true,Success,1,1,0
0.0001194,1.778e-6,1.001562875553006e-11,0.1199555022237818,true,true,Success,1,1,0
0.0001194,3.162e-6,1.0031288101461695e-11,0.12109660302712605,true,true,Success,1,1,0
0.0001194,5.623e-6,9.703346126291847e-12,0.1199668655099884,true,true,Success,1,1,0
0.0001194,1.0e-5,9.04763047065046e-12,0.11989331749755931,true,true,Success,1,1,0
0.0001194,1.778e-5,7.557889171413412e-12,0.11921265503973068,true,true,Success,1,1,0
0.0001194,3.162e-5,5.334534978333982e-12,0.11990966881577406,true,true,Success,1,1,0
0.0001194,5.623e-5,3.0712106317732745e-12,0.11964582106048362,true,true,Success,1,1,0
0.0001194,0.0001,1.4926581124615015e-12,0.11946837353946585,true,true,Success,1,1,0
0.0001194,0.0001778,6.16386992007405e-13,0.11902886924286349,true,true,Success,1,1,0
0.0001194,0.0003162,1.9159585668848433e-13,0.1200010270279019,true,true,Success,1,1,0
0.0001194,0.0005623,4.262053164791642e-14,0.11976748523625412,true,true,Success,1,1,0
0.0001194,0.001,1.4050264537895132e-14,0.11997598682761332,true,true,Success,1,1,0
0.0001194,0.001778,4.8609001912787464e-15,0.12000013090331849,true,true,Success,1,1,0
0.0001194,0.003162,1.638703386779851e-15,0.11983276312146343,true,true,Success,1,1,0
0.0001194,0.005623,5.451724689482577e-16,0.11995482898164961,true,true,Success,1,1,0
0.0001194,0.01,1.803577098956328e-16,0.11996604920356434,true,true,Success,1,1,0
0.0001194,0.01778,5.952835839348912e-17,0.11903392562444436,true,true,Success,1,1,0
0.0001194,0.03162,1.9639193858030902e-17,0.11903818613382845,true,true,Success,1,1,0
0.0001194,0.05623,6.479916746184422e-18,0.11941148814304539,true,true,Success,1,1,0
