m_N,y,sin2_2theta,omega_h2,converged,plateau_ok,retcode,branch,slope,n_failed
6.0e-7,1.0e-8,1.1899341584222952e-7,0.11946666287163793,true,true,Success,1,1,7
6.0e-7,1.778e-8,8.854631073351464e-8,0.11945094723009538,true,true,Success,1,1,0
6.0e-7,3.162e-8,5.386705496371596e-8,0.11976185064636238,true,true,Success,1,1,0
6.0e-7,5.623e-8,2.73830808690146e-8,0.1195989001788085,true,true,Success,1,1,0
6.0e-7,1.0e-7,1.2307750842646483e-8,0.11967768762161565,true,true,Success,1,1,0
6.0e-7,1.778e-7,5.109244575669442e-9,0.11972519646184719,true,true,Success,1,1,0
6.0e-7,3.162e-7,2.0114354850374195e-9,0.11984032172859163,true,true,Success,1,1,0
6.0e-7,5.623e-7,7.637234825061432e-10,0.11996597068719428,true,true,Success,1,1,0
6.0e-7,1.0e-6,2.823733139492767e-10,0.12000173189441415,true,true,Success,1,1,0
6.0e-7,1.778e-6,1.023826355672509e-10,0.12016820506536574,true,true,Success,1,1,0
6.0e-7,3.162e-6,3.653479914246091e-11,0.11999044945455895,true,true,Success,1,1,0
6.0e-7,5.623e-6,1.2877190959766016e-11,0.11989794546064371,true,true,Success,1,1,0
6.0e-7,1.0e-5,4.492228348873167e-12,0.11997952019064823,true,true,Success,1,1,0
6.0e-7,1.778e-5,1.554492004074947e-12,0.11997108086878129,true,true,Success,1,1,0
6.0e-7,3.162e-5,5.338605011769609e-13,0.11998102399648876,true,true,Success,1,1,0
6.0e-7,5.623e-5,1.8217805649951017e-13,0.11991929555777561,true,true,Success,1,1,0
6.0e-7,0.0001,6.173774047959671e-14,0.12010700554367416,true,true,Success,1,1,0
6.0e-7,0.0001778,2.0684526644592763e-14,0.11996851950671648,true,true,Success,1,1,0
6.0e-7,0.0003162,6.763140045405561e-15,0.11958416949163297,true,true,Success,1,1,0
6.0e-7,0.0005623,2.132204738428142e-15,0.11994348937715965,true,true,Success,1,1,0
6.0e-7,0.001,6.241288964746369e-16,0.11981396877372678,true,true,Success,1,1,0
6.0e-7,0.001778,1.4589081983109427e-16,0.1146248994559915,true,true,Success,1,1,0
6.0e-7,0.003162,3.0620278087676166e-17,0.12037343839467145,true,true,Success,1,1,0
6.0e-7,0.005623,8.2851724444134e-18,0.12058397516119022,true,true,Success,1,1,0
6.0e-7,0.01,2.4183351390288135e-18,0.12059709868621131,true,true,Success,1,1,0
6.0e-7,0.01778,7.520919719074775e-19,0.12026393833606543,true,true,Success,1,1,0
6.0e-7,0.03162,2.379463641487568e-19,0.11829551631296856,true,true,Success,1,1,0
6.0e-7,0.05623,NaN,NaN,false,false,NoRoot,0,0,13
