1.000000000000000021e-03 1.151453805127089058e+00
1.001221474730821116e-03 1.151453805025236976e+00
1.002444441462160569e-03 1.151453804923136426e+00
1.003668902016459667e-03 1.151453804820786075e+00
1.004894858218383829e-03 1.151453804718185481e+00
1.006122311894829761e-03 1.151453804615333976e+00
1.007351264874924808e-03 1.151453804512231560e+00
1.008581718990031288e-03 1.151453804408876902e+00
1.009813676073745845e-03 1.151453804305269557e+00
1.011047137961907684e-03 1.151453804201408859e+00
1.012282106492597275e-03 1.151453804097294364e+00
1.013518583506140469e-03 1.151453803992925184e+00
1.014756570845111970e-03 1.151453803888301319e+00
1.015996070354334034e-03 1.151453803783421215e+00
1.017237083880885356e-03 1.151453803678284871e+00
1.018479613274100208e-03 1.151453803572891843e+00
1.019723660385572122e-03 1.151453803467240800e+00
1.020969227069153671e-03 1.151453803361331740e+00
1.022216315180964714e-03 1.151453803255163999e+00
1.023464926579391310e-03 1.151453803148736244e+00
1.024715063125089835e-03 1.151453803042048474e+00
1.025966726680990239e-03 1.151453802935099802e+00
1.027219919112294308e-03 1.151453802827890005e+00
1.028474642286486291e-03 1.151453802720418196e+00
1.029730898073329647e-03 1.151453802612683264e+00
1.030988688344872898e-03 1.151453802504685431e+00
1.032248014975448765e-03 1.151453802396423143e+00
1.033508879841681756e-03 1.151453802287896400e+00
1.034771284822487512e-03 1.151453802179104535e+00
1.036035231799078667e-03 1.151453802070046661e+00
1.037300722654961810e-03 1.151453801960722334e+00
1.038567759275947459e-03 1.151453801851130443e+00
1.039836343550148545e-03 1.151453801741270766e+00
1.041106477367984744e-03 1.151453801631142415e+00
1.042378162622185087e-03 1.151453801520745168e+00
1.043651401207787953e-03 1.151453801410077915e+00
1.044926195022149312e-03 1.151453801299139990e+00
1.046202545964942075e-03 1.151453801187931170e+00
1.047480455938160212e-03 1.151453801076450567e+00
1.048759926846117669e-03 1.151453800964697294e+00
1.050040960595458126e-03 1.151453800852670462e+00
1.051323559095152611e-03 1.151453800740370070e+00
1.052607724256504488e-03 1.151453800627795454e+00
1.053893457993152058e-03 1.151453800514945502e+00
1.055180762221068561e-03 1.151453800401819549e+00
1.056469638858570197e-03 1.151453800288417373e+00
1.057760089826315694e-03 1.151453800174737641e+00
1.059052117047310860e-03 1.151453800060780130e+00
1.060345722446906849e-03 1.151453799946544176e+00
1.061640907952810138e-03 1.151453799832028668e+00
1.062937675495080571e-03 1.151453799717233606e+00
1.064236027006135697e-03 1.151453799602157879e+00
1.065535964420754244e-03 1.151453799486800822e+00
1.066837489676075463e-03 1.151453799371161768e+00
1.068140604711607586e-03 1.151453799255239829e+00
1.069445311469226960e-03 1.151453799139034562e+00
1.070751611893182818e-03 1.151453799022545743e+00
1.072059507930096410e-03 1.151453798905771375e+00
1.073369001528969675e-03 1.151453798788712124e+00
1.074680094641184162e-03 1.151453798671366879e+00
1.075992789220504928e-03 1.151453798553734309e+00
1.077307087223084662e-03 1.151453798435814413e+00
1.078622990607462379e-03 1.151453798317606303e+00
1.079940501334572100e-03 1.151453798199109091e+00
1.081259621367742629e-03 1.151453798080322111e+00
1.082580352672701893e-03 1.151453797961245140e+00
1.083902697217574993e-03 1.151453797841877069e+00
1.085226656972895255e-03 1.151453797722217010e+00
1.086552233911601203e-03 1.151453797602264295e+00
1.087879430009041542e-03 1.151453797482018704e+00
1.089208247242979058e-03 1.151453797361478681e+00
1.090538687593588241e-03 1.151453797240644672e+00
1.091870753043466770e-03 1.151453797119514677e+00
1.093204445577632264e-03 1.151453796998088919e+00
1.094539767183527702e-03 1.151453796876366509e+00
1.095876719851021424e-03 1.151453796754346337e+00
1.097215305572414720e-03 1.151453796632027959e+00
1.098555526342441611e-03 1.151453796509410488e+00
1.099897384158274056e-03 1.151453796386493478e+00
1.101240881019519783e-03 1.151453796263275819e+00
1.102586018928232480e-03 1.151453796139756847e+00
1.103932799888910059e-03 1.151453796015936337e+00
1.105281225908498997e-03 1.151453795891812515e+00
1.106631298996398451e-03 1.151453795767385824e+00
1.107983021164458525e-03 1.151453795642654931e+00
1.109336394426989813e-03 1.151453795517618950e+00
1.110691420800762746e-03 1.151453795392277435e+00
1.112048102305011931e-03 1.151453795266629498e+00
1.113406440961435062e-03 1.151453795140674474e+00
1.114766438794203120e-03 1.151453795014411474e+00
1.116128097829957762e-03 1.151453794887839832e+00
1.117491420097816530e-03 1.151453794760958882e+00
1.118856407629376755e-03 1.151453794633767735e+00
1.120223062458713384e-03 1.151453794506265726e+00
1.121591386622389826e-03 1.151453794378451745e+00
1.122961382159455785e-03 1.151453794250325791e+00
1.124333051111452890e-03 1.151453794121886531e+00
1.125706395522412537e-03 1.151453793993133079e+00
1.127081417438867156e-03 1.151453793864065211e+00
1.128458118909846748e-03 1.151453793734681597e+00
1.129836501986885167e-03 1.151453793604981790e+00
1.131216568724022729e-03 1.151453793474964904e+00
1.132598321177805557e-03 1.151453793344630050e+00
1.133981761407294687e-03 1.151453793213976784e+00
1.135366891474065857e-03 1.151453793083004440e+00
1.136753713442213622e-03 1.151453792951711463e+00
1.138142229378350488e-03 1.151453792820097632e+00
1.139532441351616670e-03 1.151453792688162281e+00
1.140924351433678574e-03 1.151453792555904299e+00
1.142317961698733567e-03 1.151453792423323019e+00
1.143713274223512799e-03 1.151453792290417777e+00
1.145110291087281630e-03 1.151453792157187461e+00
1.146509014371848096e-03 1.151453792023631628e+00
1.147909446161562031e-03 1.151453791889749168e+00
1.149311588543320498e-03 1.151453791755539413e+00
1.150715443606566265e-03 1.151453791621001699e+00
1.152121013443297348e-03 1.151453791486135358e+00
1.153528300148066576e-03 1.151453791350938838e+00
1.154937305817984412e-03 1.151453791215412137e+00
1.156348032552725023e-03 1.151453791079554367e+00
1.157760482454523029e-03 1.151453790943363975e+00
1.159174657628184559e-03 1.151453790806840960e+00
1.160590560181085735e-03 1.151453790669984212e+00
1.162008192223177878e-03 1.151453790532793064e+00
1.163427555866985768e-03 1.151453790395266186e+00
1.164848653227618276e-03 1.151453790257403353e+00
1.166271486422767057e-03 1.151453790119203457e+00
1.167696057572710890e-03 1.151453789980665832e+00
1.169122368800315460e-03 1.151453789841789810e+00
1.170550422231042900e-03 1.151453789702573838e+00
1.171980219992950272e-03 1.151453789563017915e+00
1.173411764216693905e-03 1.151453789423120710e+00
1.174845057035534164e-03 1.151453789282881335e+00
1.176280100585333282e-03 1.151453789142299566e+00
1.177716897004566204e-03 1.151453789001373851e+00
1.179155448434318415e-03 1.151453788860103522e+00
1.180595757018291147e-03 1.151453788718488136e+00
1.182037824902804849e-03 1.151453788576526804e+00
1.183481654236798533e-03 1.151453788434217973e+00
1.184927247171839318e-03 1.151453788291561420e+00
1.186374605862121128e-03 1.151453788148556256e+00
1.187823732464470981e-03 1.151453788005201595e+00
1.189274629138345951e-03 1.151453787861496103e+00
1.190727298045845314e-03 1.151453787717440003e+00
1.192181741351707293e-03 1.151453787573031295e+00
1.193637961223316217e-03 1.151453787428269759e+00
1.195095959830699264e-03 1.151453787283154284e+00
1.196555739346539041e-03 1.151453787137683982e+00
1.198017301946169896e-03 1.151453786991857964e+00
