1.24956e-1    1.06363e-2
1.89079e-1    9.79422e-3
2.57029e-1    8.80245e-3
3.00793e-1    8.36877e-3
3.47182e-1    7.76577e-3
3.73732e-1    7.52347e-3
4.27221e-1    7.26276e-3
5.39062e-1    6.77525e-3
5.97413e-1    6.55769e-3
7.23842e-1    6.15947e-3
7.87056e-1    5.99376e-3
9.18347e-1    5.66484e-3
9.81562e-1    5.53277e-3
1.11285e+0    5.26227e-3
1.17607e+0    5.15910e-3
1.31708e+0    4.92185e-3
1.38030e+0    4.82281e-3
1.51159e+0    4.63262e-3
1.57480e+0    4.55807e-3
1.71582e+0    4.38337e-3
1.77903e+0    4.32238e-3
1.92978e+0    4.16941e-3
1.99299e+0    4.11269e-3
2.13401e+0    3.98472e-3
2.19722e+0    3.93631e-3
2.33824e+0    3.82428e-3
2.40631e+0    3.78285e-3
2.55219e+0    3.67996e-3
2.61541e+0    3.63946e-3
2.76615e+0    3.54481e-3
2.82936e+0    3.50691e-3
2.97038e+0    3.43446e-3
3.03359e+0    3.40203e-3
3.18434e+0    3.32928e-3
3.24755e+0    3.29749e-3
3.39829e+0    3.22563e-3
3.46151e+0    3.20156e-3
3.60252e+0    3.13839e-3
3.67060e+0    3.11366e-3
3.81648e+0    3.05672e-3
3.88456e+0    3.02945e-3
4.03043e+0    2.97718e-3
4.09365e+0    2.95248e-3
4.24439e+0    2.89970e-3
4.30760e+0    2.87867e-3
4.45835e+0    2.82722e-3
4.52156e+0    2.80672e-3
4.67230e+0    2.76235e-3
4.73552e+0    2.74117e-3
4.87653e+0    2.69756e-3
4.94461e+0    2.67678e-3
5.09049e+0    2.63152e-3
5.15857e+0    2.61353e-3
5.30444e+0    2.57114e-3
5.36766e+0    2.55357e-3
5.51840e+0    2.51215e-3
5.58161e+0    2.49393e-3
5.73236e+0    2.45710e-3
5.79557e+0    2.44390e-3
5.94631e+0    2.40325e-3
6.00953e+0    2.38683e-3
6.16027e+0    2.35059e-3
6.22348e+0    2.33305e-3
6.36450e+0    2.30029e-3
6.43258e+0    2.28818e-3
6.57846e+0    2.25106e-3
6.64653e+0    2.23254e-3
6.79241e+0    2.20173e-3
6.86049e+0    2.19052e-3
7.00637e+0    2.15462e-3
7.06958e+0    2.14057e-3
7.22032e+0    2.11073e-3
7.28354e+0    2.09939e-3
7.43428e+0    2.06556e-3
7.49749e+0    2.05209e-3
7.64824e+0    2.02349e-3
7.71145e+0    2.01262e-3
7.86219e+0    1.98331e-3
7.92541e+0    1.97059e-3
8.07615e+0    1.94394e-3
8.13936e+0    1.93268e-3
8.29010e+0    1.90234e-3
8.35332e+0    1.89391e-3
8.49433e+0    1.86752e-3
8.56241e+0    1.85540e-3
8.70829e+0    1.83237e-3
8.77637e+0    1.82176e-3
8.92225e+0    1.79410e-3
8.99032e+0    1.78371e-3
9.13620e+0    1.76033e-3
9.19942e+0    1.74941e-3
9.35016e+0    1.72629e-3
9.41337e+0    1.71720e-3
9.56411e+0    1.69113e-3
9.62733e+0    1.68275e-3
9.77807e+0    1.65842e-3
9.84128e+0    1.64761e-3
9.99203e+0    1.62464e-3
1.00552e+1    1.61864e-3
1.02060e+1    1.59574e-3
1.02692e+1    1.58884e-3
1.04199e+1    1.56406e-3
1.04832e+1    1.55566e-3
1.06339e+1    1.53624e-3
1.06971e+1    1.52574e-3
1.08381e+1    1.50971e-3
1.09062e+1    1.50018e-3
1.10521e+1    1.48051e-3
1.11202e+1    1.47194e-3
1.12660e+1    1.45265e-3
1.13341e+1    1.44728e-3
1.14800e+1    1.42606e-3
1.15481e+1    1.41805e-3
1.16939e+1    1.40069e-3
1.17572e+1    1.39156e-3
1.19079e+1    1.37505e-3
1.19711e+1    1.36709e-3
1.21219e+1    1.34917e-3
1.21851e+1    1.34418e-3
1.23358e+1    1.32726e-3
