sin2_2theta,theta,y,omega_h2,converged,plateau_ok,retcode,branch
1.0e-12,5.000000000000833e-7,6.972167025619468e-5,0.12068067629205269,true,true,Success,1
1.0e-13,1.581138830084216e-7,0.0002467570683555198,0.11423276558313128,true,true,Success,1
1.0e-14,5.0000000000000084e-8,0.000688724071027876,0.11590942212720733,true,true,Success,1
